Mapping parameters for Gadus morhua (Atlantic cod)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  18 |  21 |  27 |  31 |  41 ,
Bounding Box (NSWE): ,83,35,-76,86

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,65,200,600
Temperature (°C),1,-0.9,2.54,12.29,16.08
Salinity (psu),1,6.2,29.5,34.8,39.3
Primary Production,1,328,546,1800,2935
Sea Ice Concentration,1,-0.9512169377449899,0,0.17,0.74
Distance to Land (km),0,0,8,263,967
 

Map data (HSPEC) for predicted occurrences (n = 4587): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Gadus,morhua,75.75,24.25,1702:354:3,0.20,1,0.28488372093023,1,0.87614678899083,0.80701754385965,1
Gadus,morhua,75.75,25.25,1702:455:3,0.24,1,0.32558139534884,1,0.92660550458716,0.80701754385965,1
Gadus,morhua,75.75,25.75,1702:455:4,0.27,1,0.32558139534884,1,0.88532110091743,0.94736842105263,1
Gadus,morhua,73.25,30.25,1703:130:1,0.26,0.9425,1,1,0.27064220183486,1,1
Gadus,morhua,73.25,30.75,1703:130:2,0.36,0.8775,1,1,0.41284403669725,1,1
Gadus,morhua,73.75,30.25,1703:130:3,0.28,0.7,1,1,0.39908256880734,1,1
Gadus,morhua,73.75,30.75,1703:130:4,0.32,0.79,1,1,0.39908256880734,1,1
Gadus,morhua,73.25,31.25,1703:131:1,0.36,0.8725,1,1,0.41284403669725,1,1
Gadus,morhua,73.75,31.25,1703:131:3,0.38,0.8625,1,1,0.44036697247706,1,1
Gadus,morhua,73.75,31.75,1703:131:4,0.37,0.8325,1,1,0.44036697247706,1,1
Gadus,morhua,74.75,30.25,1703:140:3,0.37,0.6875,0.87209302325581,1,0.61467889908257,1,1
Gadus,morhua,74.75,32.75,1703:142:4,0.27,1,0.76162790697674,1,0.34862385321101,1,1
Gadus,morhua,74.25,33.75,1703:143:2,0.37,0.86,0.69767441860465,1,0.61926605504587,1,1
Gadus,morhua,74.75,33.25,1703:143:3,0.26,1,0.69767441860465,1,0.37155963302752,1,1
Gadus,morhua,74.75,33.75,1703:143:4,0.30,1,0.69767441860465,1,0.43119266055046,1,1
Gadus,morhua,74.25,34.25,1703:144:1,0.35,0.87,0.62790697674419,1,0.63302752293578,1,1
Gadus,morhua,74.25,34.75,1703:144:2,0.27,0.865,0.62790697674419,1,0.5045871559633,1,1
Gadus,morhua,74.75,34.25,1703:144:3,0.27,1,0.62790697674419,1,0.42660550458716,1,1
Gadus,morhua,74.75,34.75,1703:144:4,0.23,1,0.62790697674419,1,0.36238532110092,1,1
Gadus,morhua,71.75,39.25,1703:219:3,0.36,0.7275,1,1,0.49082568807339,1,1
Gadus,morhua,72.25,37.75,1703:227:2,0.34,0.925,1,0.99555555555555,0.36697247706422,1,1
Gadus,morhua,72.25,38.25,1703:228:1,0.39,0.9025,0.94186046511628,1,0.45412844036697,1,1
Gadus,morhua,72.25,38.75,1703:228:2,0.31,0.865,0.94186046511628,1,0.37614678899083,1,1
Gadus,morhua,72.75,38.25,1703:228:3,0.35,0.91,0.94186046511628,1,0.41284403669725,1,1
Gadus,morhua,72.75,38.75,1703:228:4,0.34,0.86,0.94186046511628,1,0.41743119266055,1,1
Gadus,morhua,72.25,39.25,1703:229:1,0.35,0.84,0.88953488372093,1,0.46788990825688,1,1
Gadus,morhua,73.75,36.25,1703:236:3,0.22,0.9475,0.75,1,0.30733944954128,1,1
Gadus,morhua,73.75,36.75,1703:236:4,0.20,0.93,0.75,1,0.27981651376147,1,1
Gadus,morhua,73.25,37.75,1703:237:2,0.38,0.9525,0.65988372093023,1,0.60091743119266,1,1
Gadus,morhua,73.25,38.25,1703:238:1,0.25,0.93,0.6046511627907,1,0.44036697247706,1,1
Gadus,morhua,73.25,39.25,1703:239:1,0.25,0.9025,0.56686046511628,1,0.48165137614679,1,1
Gadus,morhua,73.25,39.75,1703:239:2,0.34,0.8525,0.56686046511628,1,0.70642201834862,1,1
Gadus,morhua,73.75,39.25,1703:239:3,0.25,1,0.56686046511628,1,0.43577981651376,1,1
Gadus,morhua,73.75,39.75,1703:239:4,0.26,1,0.56686046511628,1,0.45871559633028,1,1
Gadus,morhua,74.25,35.25,1703:245:1,0.25,0.87,0.53779069767442,1,0.54128440366972,1,1
Gadus,morhua,74.25,35.75,1703:245:2,0.22,0.92,0.53779069767442,1,0.45412844036697,1,1
Gadus,morhua,75.75,31.75,1703:351:4,0.25,0.7375,0.41860465116279,1,0.81651376146789,1,1
Gadus,morhua,75.75,32.25,1703:352:3,0.29,0.7875,0.37209302325581,1,1,1,1
Gadus,morhua,75.75,32.75,1703:352:4,0.32,0.8925,0.37209302325581,1,0.96788990825688,1,1
Gadus,morhua,75.75,33.25,1703:353:3,0.30,0.96,0.32848837209302,1,0.94954128440367,1,1
Gadus,morhua,75.75,33.75,1703:353:4,0.29,1,0.32848837209302,1,0.88990825688073,1,1
Gadus,morhua,75.75,34.25,1703:354:3,0.23,1,0.28197674418605,1,0.8256880733945,1,1
Gadus,morhua,75.75,34.75,1703:354:4,0.24,1,0.28197674418605,1,0.85779816513761,1,1
Gadus,morhua,75.25,35.75,1703:455:2,0.20,1,0.21802325581395,1,0.91743119266055,1,1
Gadus,morhua,70.25,43.25,1704:103:1,0.37,1,1,1,0.36697247706422,1,1
Gadus,morhua,70.75,43.25,1704:103:3,0.39,1,1,1,0.39449541284404,1,1
Gadus,morhua,70.75,43.75,1704:103:4,0.38,1,1,1,0.37614678899083,1,1
Gadus,morhua,70.25,44.25,1704:104:1,0.33,1,0.8953488372093,1,0.36697247706422,1,1
Gadus,morhua,70.25,44.75,1704:104:2,0.27,1,0.8953488372093,1,0.30275229357798,1,1
Gadus,morhua,70.75,44.25,1704:104:3,0.37,1,0.8953488372093,1,0.41743119266055,1,1
Gadus,morhua,73.25,40.25,1704:130:1,0.26,0.7825,0.54360465116279,1,0.60550458715596,1,1
Gadus,morhua,73.25,40.75,1704:130:2,0.28,0.865,0.54360465116279,1,0.60550458715596,1,1
Gadus,morhua,73.75,40.25,1704:130:3,0.26,0.96,0.54360465116279,1,0.5045871559633,1,1
Gadus,morhua,73.75,40.75,1704:130:4,0.29,0.9,0.54360465116279,1,0.59633027522936,1,1
Gadus,morhua,73.25,41.25,1704:131:1,0.30,0.7775,0.52616279069767,1,0.72935779816514,1,1
Gadus,morhua,73.25,41.75,1704:131:2,0.39,0.77,0.52616279069767,1,0.95871559633028,1,1
Gadus,morhua,73.75,41.25,1704:131:3,0.21,0.8975,0.52616279069767,1,0.44954128440367,1,1
Gadus,morhua,73.25,42.25,1704:132:1,0.36,0.735,0.51162790697674,1,0.96330275229358,1,1
Gadus,morhua,73.25,42.75,1704:132:2,0.36,0.74,0.51162790697674,1,0.94036697247706,1,1
Gadus,morhua,73.75,42.25,1704:132:3,0.28,0.8275,0.51162790697674,1,0.6605504587156,1,1
Gadus,morhua,73.25,43.25,1704:133:1,0.31,0.775,0.49709302325581,1,0.79357798165138,1,1
Gadus,morhua,73.25,43.75,1704:133:2,0.27,0.77,0.49709302325581,1,0.70642201834862,1,1
Gadus,morhua,73.25,44.75,1704:134:2,0.20,0.68,0.48837209302326,1,0.60550458715596,1,1
Gadus,morhua,70.25,45.25,1704:205:1,0.29,1,0.82267441860465,1,0.35779816513761,1,1
Gadus,morhua,70.25,45.75,1704:205:2,0.25,1,0.82267441860465,1,0.29816513761468,1,1
Gadus,morhua,70.75,45.25,1704:205:3,0.35,1,0.82267441860465,1,0.42201834862385,1,1
Gadus,morhua,70.75,45.75,1704:205:4,0.29,1,0.82267441860465,1,0.35321100917431,1,1
Gadus,morhua,70.25,46.25,1704:206:1,0.26,1,0.77325581395349,1,0.3394495412844,1,1
Gadus,morhua,70.25,46.75,1704:206:2,0.28,1,0.77325581395349,1,0.36238532110092,1,1
Gadus,morhua,70.75,46.75,1704:206:4,0.33,1,0.77325581395349,1,0.42201834862385,1,1
Gadus,morhua,70.25,47.25,1704:207:1,0.23,1,0.72383720930233,1,0.31651376146789,1,1
Gadus,morhua,70.75,47.25,1704:207:3,0.31,1,0.72383720930233,1,0.42201834862385,1,1
Gadus,morhua,70.75,47.75,1704:207:4,0.21,1,0.72383720930233,1,0.29357798165138,1,1
Gadus,morhua,70.25,48.25,1704:208:1,0.26,1,0.6656976744186,1,0.38990825688073,1,1
Gadus,morhua,70.25,48.75,1704:208:2,0.26,1,0.6656976744186,1,0.40366972477064,0.96491228070175,1
Gadus,morhua,70.75,48.75,1704:208:4,0.20,1,0.6656976744186,1,0.30733944954128,1,1
Gadus,morhua,71.25,45.25,1704:215:1,0.37,1,0.78779069767442,1,0.46788990825688,1,1
Gadus,morhua,71.25,45.75,1704:215:2,0.36,1,0.78779069767442,1,0.46330275229358,1,1
Gadus,morhua,71.25,46.25,1704:216:1,0.33,1,0.73546511627907,1,0.44495412844037,1,1
Gadus,morhua,71.25,46.75,1704:216:2,0.37,1,0.73546511627907,1,0.5045871559633,1,1
Gadus,morhua,71.25,47.75,1704:217:2,0.26,1,0.68604651162791,1,0.38073394495413,1,1
Gadus,morhua,71.25,48.25,1704:218:1,0.26,1,0.61918604651163,1,0.42660550458716,1,1
Gadus,morhua,71.25,48.75,1704:218:2,0.31,1,0.61918604651163,1,0.5045871559633,1,1
Gadus,morhua,71.75,49.25,1704:219:3,0.22,1,0.56976744186047,1,0.38532110091743,1,1
Gadus,morhua,71.75,49.75,1704:219:4,0.20,1,0.56976744186047,1,0.34862385321101,1,1
Gadus,morhua,72.25,45.75,1704:225:2,0.32,0.9825,0.65406976744186,1,0.49082568807339,1,1
Gadus,morhua,72.25,46.25,1704:226:1,0.28,0.9225,0.61046511627907,1,0.49082568807339,1,1
Gadus,morhua,72.75,46.25,1704:226:3,0.39,1,0.61046511627907,1,0.63761467889908,1,1
Gadus,morhua,72.75,46.75,1704:226:4,0.28,1,0.61046511627907,1,0.46330275229358,1,1
Gadus,morhua,73.25,45.25,1704:235:1,0.25,0.685,0.4593023255814,1,0.80275229357798,1,1
Gadus,morhua,70.25,52.75,1705:102:2,0.24,1,0.48837209302326,1,0.58715596330275,0.82456140350877,1
Gadus,morhua,71.75,50.25,1705:110:3,0.35,1,0.52325581395349,1,0.70642201834862,0.94736842105263,1
Gadus,morhua,38.25,-74.75,7307:384:2,0.34,0.69230769230769,0.48812664907652,1,1,1,1
Gadus,morhua,38.75,-74.75,7307:384:4,0.25,0.53846153846154,0.48812664907652,1,0.9647577092511,1,1
Gadus,morhua,39.75,-71.25,7307:391:3,0.22,1,0.21635883905013,1,1,1,1
Gadus,morhua,39.75,-71.75,7307:391:4,0.22,1,0.21635883905013,1,1,1,1
Gadus,morhua,39.25,-74.75,7307:394:2,0.32,0.33846153846154,0.93931398416887,1,1,1,1
Gadus,morhua,38.25,-75.25,7307:485:1,0.24,0.27692307692308,0.86015831134565,1,1,1,1
Gadus,morhua,46.25,-2.25,7400:362:1,0.30,1,0.30606860158311,0.97111111111111,1,1,1
Gadus,morhua,46.25,-2.75,7400:362:2,0.30,1,0.30606860158311,0.97111111111111,1,1,1
Gadus,morhua,46.75,-2.25,7400:362:3,0.30,1,0.30606860158311,0.97111111111111,1,1,1
Gadus,morhua,46.75,-2.75,7400:362:4,0.30,1,0.30606860158311,0.97111111111111,1,1,1
Gadus,morhua,46.25,-3.25,7400:363:1,0.31,1,0.34300791556728,0.91111111111111,1,1,1
Gadus,morhua,46.25,-3.75,7400:363:2,0.31,1,0.34300791556728,0.91111111111111,1,1,1
Gadus,morhua,46.75,-3.25,7400:363:3,0.31,1,0.34300791556728,0.91111111111111,1,1,1
Gadus,morhua,46.75,-3.75,7400:363:4,0.31,1,0.34300791556728,0.91111111111111,1,1,1
Gadus,morhua,46.25,-4.25,7400:364:1,0.30,1,0.34828496042216,0.86888888888889,1,1,1
Gadus,morhua,46.25,-4.75,7400:364:2,0.30,1,0.34828496042216,0.86888888888889,1,1,1
Gadus,morhua,46.75,-4.25,7400:364:3,0.30,1,0.34828496042216,0.87111111111111,1,1,1
Gadus,morhua,46.75,-4.75,7400:364:4,0.30,1,0.34828496042216,0.87111111111111,1,1,1
Gadus,morhua,48.75,-2.25,7400:382:3,0.33,0.46153846153846,0.76517150395778,0.93777777777778,1,1,1
Gadus,morhua,46.75,-5.25,7400:465:3,0.31,1,0.36411609498681,0.85555555555555,1,1,1
Gadus,morhua,47.75,-8.25,7400:478:3,0.22,0.5025,0.51187335092348,0.84222222222222,1,1,1
Gadus,morhua,47.75,-43.75,7404:373:4,0.37,0.3725,1,1,1,1,1
Gadus,morhua,46.25,-46.75,7404:466:2,0.22,0.2225,1,1,1,1,1
Gadus,morhua,46.75,-46.75,7404:466:4,0.27,0.27,1,1,1,1,1
Gadus,morhua,47.25,-46.75,7404:476:2,0.30,0.2975,1,1,1,1,1
Gadus,morhua,47.75,-46.25,7404:476:3,0.26,0.26,1,1,1,1,1
Gadus,morhua,47.75,-46.75,7404:476:4,0.20,0.205,1,1,1,1,1
Gadus,morhua,44.25,-53.75,7405:143:2,0.22,0.225,1,1,1,1,1
Gadus,morhua,49.25,-54.75,7405:394:2,0.29,0.29230769230769,1,1,1,1,1
Gadus,morhua,48.25,-58.25,7405:488:1,0.35,0.35384615384615,1,1,1,1,1
Gadus,morhua,44.75,-64.25,7406:144:3,0.25,0.24615384615385,1,1,1,1,1
Gadus,morhua,40.75,-66.25,7406:206:3,0.38,1,0.38258575197889,1,1,1,1
Gadus,morhua,40.75,-66.75,7406:206:4,0.38,1,0.38258575197889,1,1,1,1
Gadus,morhua,44.25,-69.25,7406:249:1,0.21,0.27692307692308,1,1,0.7568281938326,1,1
Gadus,morhua,46.25,-64.25,7406:364:1,0.28,0.78461538461538,1,1,0.41233480176211,0.85964912280702,1
Gadus,morhua,47.75,-69.25,7406:479:3,0.28,0.87692307692308,1,1,0.44669603524229,0.71929824561404,1
Gadus,morhua,47.75,-69.75,7406:479:4,0.22,1,1,1,0.29955947136564,0.73684210526316,1
Gadus,morhua,49.25,-68.75,7406:498:2,0.30,1,1,1,0.37973568281938,0.78947368421053,1
Gadus,morhua,40.75,-74.25,7407:104:3,0.30,0.30769230769231,0.98153034300792,1,1,1,1
Gadus,morhua,46.75,-70.75,7407:360:4,0.29,1,1,1,0.3057268722467,0.96491228070175,1
Gadus,morhua,47.25,-70.25,7407:370:1,0.28,1,1,1,0.33039647577093,0.84210526315789,1
Gadus,morhua,51.75,-9.25,7500:219:3,0.32,0.38461538461538,0.94722955145119,0.87555555555556,1,1,1
Gadus,morhua,53.25,-8.75,7500:238:2,0.36,0.4,1,0.90666666666667,1,1,1
Gadus,morhua,55.75,-2.75,7500:352:4,0.20,0.21538461538462,1,0.94666666666667,1,1,1
Gadus,morhua,55.75,-3.25,7500:353:3,0.29,0.30769230769231,1,0.94666666666667,1,1,1
Gadus,morhua,58.25,-9.75,7500:489:2,0.25,0.315,1,0.89777777777778,0.87614678899083,1,1
Gadus,morhua,59.25,-9.75,7500:499:2,0.38,0.5475,1,0.89555555555555,0.77064220183486,1,1
Gadus,morhua,51.25,-11.75,7501:111:2,0.23,0.4025,0.91820580474934,0.87111111111111,0.71100917431193,1,1
Gadus,morhua,52.25,-12.25,7501:122:1,0.35,0.64,0.96306068601583,0.87111111111111,0.65596330275229,1,1
Gadus,morhua,52.75,-12.75,7501:122:4,0.24,0.57,0.96306068601583,0.87111111111111,0.5045871559633,1,1
Gadus,morhua,52.25,-14.25,7501:124:1,0.22,0.7375,0.93403693931398,0.86,0.37614678899083,1,1
Gadus,morhua,52.75,-14.75,7501:124:4,0.20,0.5575,0.93403693931398,0.86,0.44036697247706,1,1
Gadus,morhua,53.75,-13.75,7501:133:4,0.39,1,1,0.86666666666667,0.44495412844037,1,1
Gadus,morhua,53.25,-14.75,7501:134:2,0.39,0.5325,1,0.86222222222222,0.84403669724771,1,1
Gadus,morhua,53.75,-14.25,7501:134:3,0.24,0.8225,1,0.86222222222222,0.3348623853211,1,1
Gadus,morhua,54.75,-11.25,7501:141:3,0.20,0.2225,1,0.88,1,1,1
Gadus,morhua,54.25,-12.25,7501:142:1,0.28,0.445,1,0.87111111111111,0.73394495412844,1,1
Gadus,morhua,56.75,-13.25,7501:363:3,0.37,0.5875,1,0.87333333333333,0.72477064220183,1,1
Gadus,morhua,56.25,-14.25,7501:364:1,0.33,0.87,1,0.87333333333333,0.44036697247706,1,1
Gadus,morhua,56.25,-14.75,7501:364:2,0.37,1,1,0.87333333333333,0.42660550458716,1,1
Gadus,morhua,58.75,-13.75,7501:383:4,0.23,0.475,1,0.88222222222222,0.54128440366972,1,1
Gadus,morhua,58.25,-14.25,7501:384:1,0.34,0.9075,1,0.88444444444444,0.42201834862385,1,1
Gadus,morhua,58.75,-14.25,7501:384:3,0.21,0.3775,1,0.88444444444444,0.63761467889908,1,1
Gadus,morhua,59.25,-13.75,7501:393:2,0.29,0.4375,1,0.88666666666667,0.74770642201835,1,1
Gadus,morhua,55.75,-15.25,7501:455:3,0.23,0.745,1,0.87111111111111,0.35321100917431,1,1
Gadus,morhua,55.75,-15.75,7501:455:4,0.25,0.6775,1,0.87111111111111,0.42660550458716,1,1
Gadus,morhua,55.75,-16.25,7501:456:3,0.29,0.6275,1,0.87333333333333,0.52752293577982,1,1
Gadus,morhua,55.75,-16.75,7501:456:4,0.39,0.9775,1,0.87333333333333,0.45412844036697,1,1
Gadus,morhua,56.75,-15.75,7501:465:4,0.38,0.59,1,0.87555555555556,0.72935779816514,1,1
Gadus,morhua,57.25,-15.25,7501:475:1,0.21,0.6825,1,0.88,0.35321100917431,1,1
Gadus,morhua,59.25,-44.75,7504:394:2,0.38,0.3775,1,1,1,1,1
Gadus,morhua,59.75,-44.75,7504:394:4,0.39,1,1,1,0.38532110091743,1,1
Gadus,morhua,59.25,-45.75,7504:495:2,0.25,0.25,1,1,1,1,1
Gadus,morhua,53.75,-57.25,7505:237:3,0.35,1,0.45639534883721,1,1,0.7719298245614,1
Gadus,morhua,54.25,-57.25,7505:247:1,0.34,1,0.45639534883721,1,1,0.75438596491228,1
Gadus,morhua,54.25,-57.75,7505:247:2,0.34,1,0.45639534883721,1,1,0.73684210526316,1
Gadus,morhua,54.75,-57.25,7505:247:3,0.32,1,0.45639534883721,1,1,0.70175438596491,1
Gadus,morhua,54.75,-57.75,7505:247:4,0.30,1,0.45639534883721,1,1,0.64912280701754,1
Gadus,morhua,54.25,-58.25,7505:248:1,0.25,1,0.39825581395349,1,1,0.63157894736842,1
Gadus,morhua,54.75,-58.25,7505:248:3,0.23,0.86153846153846,0.39825581395349,1,1,0.66666666666667,1
Gadus,morhua,55.25,-57.75,7505:457:2,0.35,1,0.52616279069767,1,1,0.66666666666667,1
Gadus,morhua,55.25,-58.25,7505:458:1,0.26,1,0.41279069767442,1,1,0.63157894736842,1
Gadus,morhua,55.25,-58.75,7505:458:2,0.26,1,0.41279069767442,1,1,0.63157894736842,1
Gadus,morhua,55.75,-58.25,7505:458:3,0.33,1,0.41279069767442,1,1,0.80701754385965,1
Gadus,morhua,55.75,-58.75,7505:458:4,0.30,1,0.41279069767442,1,1,0.71929824561404,1
Gadus,morhua,56.25,-58.25,7505:468:1,0.33,0.89,0.49127906976744,1,0.8256880733945,0.91228070175439,1
Gadus,morhua,56.25,-58.75,7505:468:2,0.37,1,0.49127906976744,1,0.87614678899083,0.85964912280702,1
Gadus,morhua,56.25,-59.25,7505:469:1,0.21,1,0.33139534883721,1,0.78899082568807,0.80701754385965,1
Gadus,morhua,56.75,-59.25,7505:469:3,0.22,1,0.33139534883721,1,0.81651376146789,0.80701754385965,1
Gadus,morhua,57.25,-59.25,7505:479:1,0.36,1,0.42732558139535,1,0.89908256880734,0.94736842105263,1
Gadus,morhua,57.25,-59.75,7505:479:2,0.29,1,0.42732558139535,1,0.89449541284404,0.75438596491228,1
Gadus,morhua,57.75,-59.25,7505:479:3,0.38,0.93,0.42732558139535,1,1,0.96491228070175,1
Gadus,morhua,57.75,-59.75,7505:479:4,0.34,1,0.42732558139535,1,0.91284403669725,0.85964912280702,1
Gadus,morhua,50.25,-65.75,7506:205:2,0.38,1,1,1,0.384140969163,1,1
Gadus,morhua,50.25,-66.25,7506:206:1,0.20,1,1,1,0.2,1,1
Gadus,morhua,58.25,-60.25,7506:380:1,0.20,1,0.29360465116279,1,0.91743119266055,0.75438596491228,1
Gadus,morhua,58.25,-60.75,7506:380:2,0.21,1,0.29360465116279,1,1,0.70175438596491,1
Gadus,morhua,58.75,-60.25,7506:380:3,0.24,1,0.29360465116279,1,1,0.82456140350877,1
Gadus,morhua,58.75,-60.75,7506:380:4,0.21,1,0.29360465116279,1,1,0.71929824561404,1
Gadus,morhua,59.25,-60.25,7506:390:1,0.36,0.9925,0.37790697674419,1,1,0.94736842105263,1
Gadus,morhua,59.25,-60.75,7506:390:2,0.27,1,0.37790697674419,1,1,0.70175438596491,1
Gadus,morhua,59.75,-60.25,7506:390:3,0.23,0.6525,0.37790697674419,1,1,0.94736842105263,1
Gadus,morhua,59.75,-60.75,7506:390:4,0.30,1,0.37790697674419,1,1,0.80701754385965,1
Gadus,morhua,62.25,-0.25,7600:120:1,0.36,0.505,1,0.93333333333333,0.75688073394495,1,1
Gadus,morhua,62.25,-3.25,7600:123:1,0.20,0.2775,1,0.92,0.76605504587156,1,1
Gadus,morhua,62.25,-4.75,7600:124:2,0.31,1,1,0.92444444444444,0.3302752293578,1,1
Gadus,morhua,62.75,-4.25,7600:124:3,0.26,0.345,1,0.92444444444444,0.81192660550459,1,1
Gadus,morhua,62.75,-4.75,7600:124:4,0.32,0.56,1,0.92444444444444,0.61009174311927,1,1
Gadus,morhua,60.25,-5.25,7600:205:1,0.35,0.385,1,0.91111111111111,1,1,1
Gadus,morhua,60.25,-7.25,7600:207:1,0.28,0.37,1,0.90666666666667,0.8302752293578,1,1
Gadus,morhua,60.75,-7.75,7600:207:4,0.24,1,1,0.90666666666667,0.26146788990826,1,1
Gadus,morhua,60.25,-8.75,7600:208:2,0.39,0.7525,1,0.90222222222222,0.56880733944954,1,1
Gadus,morhua,60.75,-8.25,7600:208:3,0.29,1,1,0.90222222222222,0.32110091743119,1,1
Gadus,morhua,60.75,-9.75,7600:209:4,0.28,1,1,0.89777777777778,0.31651376146789,1,1
Gadus,morhua,61.25,-6.75,7600:216:2,0.36,1,1,0.91555555555556,0.39449541284404,1,1
Gadus,morhua,61.25,-8.25,7600:218:1,0.23,1,1,0.91111111111111,0.25688073394495,1,1
Gadus,morhua,61.25,-8.75,7600:218:2,0.27,1,1,0.91111111111111,0.29357798165138,1,1
Gadus,morhua,61.75,-8.25,7600:218:3,0.36,1,1,0.91111111111111,0.38990825688073,1,1
Gadus,morhua,61.25,-9.25,7600:219:1,0.33,1,1,0.90888888888889,0.36697247706422,1,1
Gadus,morhua,62.25,-5.25,7600:225:1,0.32,1,1,0.92666666666667,0.34862385321101,1,1
Gadus,morhua,62.25,-5.75,7600:225:2,0.32,1,1,0.92666666666667,0.34862385321101,1,1
Gadus,morhua,62.75,-5.25,7600:225:3,0.39,1,1,0.92666666666667,0.42201834862385,1,1
Gadus,morhua,62.75,-5.75,7600:225:4,0.37,1,1,0.92666666666667,0.39449541284404,1,1
Gadus,morhua,62.25,-6.25,7600:226:1,0.22,1,1,0.93111111111111,0.23853211009174,1,1
Gadus,morhua,62.25,-6.75,7600:226:2,0.26,1,1,0.93111111111111,0.27522935779817,1,1
Gadus,morhua,62.75,-6.75,7600:226:4,0.28,1,1,0.93111111111111,0.30275229357798,1,1
Gadus,morhua,62.75,-7.25,7600:227:3,0.35,1,1,0.93111111111111,0.38073394495413,1,1
Gadus,morhua,62.25,-8.25,7600:228:1,0.33,1,1,0.93111111111111,0.35779816513761,1,1
Gadus,morhua,63.25,-9.75,7600:239:2,0.22,0.4725,1,0.95333333333333,0.4954128440367,1,1
Gadus,morhua,60.25,-10.75,7601:100:2,0.36,0.6425,1,0.89555555555555,0.62385321100917,1,1
Gadus,morhua,60.75,-10.25,7601:100:3,0.37,1,1,0.89555555555555,0.40825688073394,1,1
Gadus,morhua,60.75,-11.25,7601:101:3,0.34,0.685,1,0.89333333333333,0.55963302752294,1,1
Gadus,morhua,60.75,-11.75,7601:101:4,0.26,0.5425,1,0.89333333333333,0.54587155963303,1,1
Gadus,morhua,60.25,-12.25,7601:102:1,0.32,0.7525,1,0.89333333333333,0.47706422018349,1,1
Gadus,morhua,60.75,-12.25,7601:102:3,0.37,0.6575,1,0.89333333333333,0.62385321100917,1,1
Gadus,morhua,60.75,-12.75,7601:102:4,0.28,0.6,1,0.89333333333333,0.51834862385321,1,1
Gadus,morhua,63.25,-10.25,7601:130:1,0.25,0.6975,1,0.95555555555555,0.37614678899083,1,1
Gadus,morhua,63.25,-10.75,7601:130:2,0.26,0.625,1,0.95555555555555,0.43577981651376,1,1
Gadus,morhua,63.75,-10.75,7601:130:4,0.32,0.68,1,0.95555555555555,0.48623853211009,1,1
Gadus,morhua,63.25,-11.25,7601:131:1,0.36,0.72,1,0.95777777777778,0.52752293577982,1,1
Gadus,morhua,63.25,-11.75,7601:131:2,0.35,0.5675,1,0.95777777777778,0.63761467889908,1,1
Gadus,morhua,63.75,-12.25,7601:132:3,0.29,0.545,1,0.95777777777778,0.55504587155963,1,1
Gadus,morhua,63.75,-14.25,7601:134:3,0.28,1,1,0.91555555555556,0.30275229357798,1,1
Gadus,morhua,64.25,-10.25,7601:140:1,0.37,0.465,1,0.98666666666667,0.80275229357798,1,1
Gadus,morhua,64.75,-13.75,7601:143:4,0.29,1,1,0.97777777777778,0.29816513761468,1,1
Gadus,morhua,63.25,-15.75,7601:235:2,0.29,1,1,0.91111111111111,0.31651376146789,1,1
Gadus,morhua,63.25,-16.25,7601:236:1,0.39,1,1,0.91111111111111,0.42660550458716,1,1
Gadus,morhua,65.25,-10.25,7601:350:1,0.31,0.4,1,1,0.77522935779817,1,1
Gadus,morhua,65.25,-10.75,7601:350:2,0.31,0.4075,1,1,0.76605504587156,1,1
Gadus,morhua,65.75,-19.25,7601:459:3,0.35,0.35384615384615,1,1,1,1,1
Gadus,morhua,68.75,-16.75,7601:486:4,0.25,0.33,0.76162790697674,1,1,1,1
Gadus,morhua,62.75,-24.75,7602:124:4,0.27,0.4625,1,0.90666666666667,0.64220183486239,1,1
Gadus,morhua,62.75,-25.25,7602:225:3,0.33,0.5225,1,0.92,0.69266055045872,1,1
Gadus,morhua,64.25,-27.25,7602:247:1,0.32,0.405,1,1,0.78899082568807,1,1
Gadus,morhua,64.75,-27.75,7602:247:4,0.21,0.415,1,1,0.5,1,1
Gadus,morhua,65.25,-21.25,7602:351:1,0.37,0.38461538461538,1,1,0.95871559633028,1,1
Gadus,morhua,65.25,-22.25,7602:352:1,0.28,0.33846153846154,1,1,0.8302752293578,1,1
Gadus,morhua,65.75,-22.75,7602:352:4,0.22,0.21538461538462,1,1,1,1,1
Gadus,morhua,65.75,-23.25,7602:353:3,0.31,0.30769230769231,1,1,1,1,1
Gadus,morhua,67.75,-21.25,7602:371:3,0.22,0.3025,0.73546511627907,1,1,1,1
Gadus,morhua,67.75,-22.75,7602:372:4,0.21,0.4775,0.65988372093023,1,0.69724770642202,0.94736842105263,1
Gadus,morhua,67.75,-23.25,7602:373:3,0.25,0.6475,0.5843023255814,1,0.6651376146789,1,1
