Mapping parameters for Gadus morhua (Atlantic cod)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  18 |  21 |  27 |  31 |  41 ,
Bounding Box (NSWE): ,83,35,-76,86

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,65,200,600
Temperature (°C),1,-0.9,2.54,12.29,16.08
Salinity (psu),1,6.2,29.5,34.8,39.3
Primary Production,1,328,546,1800,2935
Sea Ice Concentration,1,-0.9512169377449899,0,0.17,0.74
Distance to Land (km),0,0,8,263,967
 

Map data (HSPEC) for predicted occurrences (n = 4587): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Gadus,morhua,64.75,-10.75,7601:140:4,0.52,0.525,1,0.98666666666667,1,1,1
Gadus,morhua,64.25,-11.25,7601:141:1,0.56,0.7225,1,1,0.77522935779817,1,1
Gadus,morhua,64.75,-12.75,7601:142:4,0.56,1,1,1,0.56422018348624,1,1
Gadus,morhua,64.75,-13.25,7601:143:3,0.56,1,1,0.97777777777778,0.57339449541284,1,1
Gadus,morhua,64.25,-14.25,7601:144:1,0.54,1,1,0.97777777777778,0.55504587155963,1,1
Gadus,morhua,64.25,-14.75,7601:144:2,0.48,1,1,0.91555555555556,0.52293577981651,1,1
Gadus,morhua,63.25,-16.75,7601:236:2,0.54,1,1,0.91111111111111,0.59633027522936,1,1
Gadus,morhua,63.25,-17.25,7601:237:1,0.56,1,1,0.91555555555556,0.61467889908257,1,1
Gadus,morhua,64.25,-15.25,7601:245:1,0.58,1,1,0.91111111111111,0.63302752293578,1,1
Gadus,morhua,64.25,-15.75,7601:245:2,0.53,1,1,0.91111111111111,0.57798165137615,1,1
Gadus,morhua,65.75,-11.25,7601:351:3,0.47,0.65,1,1,0.72018348623853,1,1
Gadus,morhua,65.25,-13.25,7601:353:1,0.50,1,1,1,0.4954128440367,1,1
Gadus,morhua,66.25,-16.25,7601:466:1,0.54,0.53846153846154,1,1,1,1,1
Gadus,morhua,67.25,-19.25,7601:479:1,0.59,0.6075,0.97093023255814,1,1,1,1
Gadus,morhua,67.75,-19.25,7601:479:3,0.54,0.5575,0.97093023255814,1,1,1,1
Gadus,morhua,67.75,-19.75,7601:479:4,0.59,0.61,0.97093023255814,1,1,1,1
Gadus,morhua,63.75,-21.25,7602:131:3,0.51,1,1,0.92666666666667,0.54587155963303,1,1
Gadus,morhua,64.25,-21.75,7602:141:2,0.48,0.56923076923077,1,0.92666666666667,0.91743119266055,1,1
Gadus,morhua,64.75,-22.25,7602:142:3,0.51,0.67692307692308,1,0.86666666666667,0.86238532110092,1,1
Gadus,morhua,63.25,-25.75,7602:235:2,0.43,0.745,1,0.92222222222222,0.62385321100917,1,1
Gadus,morhua,63.75,-26.75,7602:236:4,0.40,0.76,1,0.94444444444444,0.56422018348624,1,1
Gadus,morhua,65.25,-21.75,7602:351:2,0.54,0.53846153846154,1,1,1,1,1
Gadus,morhua,67.75,-20.25,7602:370:3,0.49,0.5925,0.8343023255814,1,1,1,1
Gadus,morhua,67.75,-20.75,7602:370:4,0.49,0.5925,0.8343023255814,1,1,1,1
Gadus,morhua,67.25,-23.25,7602:373:1,0.54,0.93,0.5843023255814,1,1,1,1
Gadus,morhua,67.25,-23.75,7602:373:2,0.57,0.9675,0.5843023255814,1,1,1,1
Gadus,morhua,65.75,-29.25,7602:459:3,0.54,0.7825,1,1,0.68807339449541,1,1
Gadus,morhua,65.75,-29.75,7602:459:4,0.44,0.8025,1,1,0.55045871559633,1,1
Gadus,morhua,66.25,-27.25,7602:467:1,0.48,0.5325,0.92732558139535,1,0.97247706422018,1,1
Gadus,morhua,66.25,-28.25,7602:468:1,0.56,0.735,0.75581395348837,1,1,1,1
Gadus,morhua,66.25,-28.75,7602:468:2,0.55,0.8275,0.75581395348837,1,0.88073394495413,1,1
Gadus,morhua,66.25,-29.25,7602:469:1,0.49,0.8,0.66860465116279,1,0.91284403669725,1,1
Gadus,morhua,66.75,-29.25,7602:469:3,0.40,0.7975,0.66860465116279,1,0.92201834862385,0.80701754385965,1
Gadus,morhua,64.75,-34.75,7603:144:4,0.45,0.5125,1,1,0.88073394495413,1,1
Gadus,morhua,63.75,-39.75,7603:239:4,0.43,1,1,1,0.44954128440367,0.94736842105263,1
Gadus,morhua,64.25,-35.75,7603:245:2,0.57,0.7775,1,1,0.73853211009174,1,1
Gadus,morhua,64.25,-36.25,7603:246:1,0.52,0.82,1,1,0.63302752293578,1,1
Gadus,morhua,64.25,-36.75,7603:246:2,0.50,0.795,1,1,0.62385321100917,1,1
Gadus,morhua,64.75,-36.75,7603:246:4,0.55,0.845,1,1,0.65137614678899,1,1
Gadus,morhua,64.25,-37.25,7603:247:1,0.52,1,1,1,0.51834862385321,1,1
Gadus,morhua,65.75,-30.25,7603:350:3,0.49,0.66,1,1,0.73853211009174,1,1
Gadus,morhua,65.75,-31.75,7603:351:4,0.42,0.815,1,1,0.51376146788991,1,1
Gadus,morhua,65.25,-32.75,7603:352:2,0.49,0.7425,1,1,0.65596330275229,1,1
Gadus,morhua,65.75,-32.25,7603:352:3,0.58,0.92,1,1,0.70183486238532,0.89473684210526,1
Gadus,morhua,65.75,-33.75,7603:353:4,0.56,1,0.93895348837209,1,0.79357798165138,0.75438596491228,1
Gadus,morhua,60.25,-42.75,7604:102:2,0.53,1,1,1,0.53669724770642,0.98245614035088,1
Gadus,morhua,60.75,-42.25,7604:102:3,0.50,1,1,1,0.5,1,1
Gadus,morhua,60.75,-43.75,7604:103:4,0.41,0.44615384615385,1,1,0.92660550458716,1,1
Gadus,morhua,60.25,-44.75,7604:104:2,0.51,0.86153846153846,1,1,0.59174311926606,1,1
Gadus,morhua,61.75,-40.75,7604:110:4,0.56,1,1,1,0.55504587155963,1,1
Gadus,morhua,61.75,-41.25,7604:111:3,0.43,1,1,1,0.42660550458716,1,1
Gadus,morhua,62.75,-41.25,7604:121:3,0.41,1,1,1,0.47247706422018,0.85964912280702,1
Gadus,morhua,62.75,-42.75,7604:122:4,0.45,1,1,1,0.61009174311927,0.73684210526316,1
Gadus,morhua,63.25,-40.25,7604:130:1,0.54,1,1,1,0.60550458715596,0.89473684210526,1
Gadus,morhua,63.75,-40.75,7604:130:4,0.48,1,1,1,0.57339449541284,0.84210526315789,1
Gadus,morhua,63.25,-41.25,7604:131:1,0.56,1,1,1,0.62844036697248,0.89473684210526,1
Gadus,morhua,64.25,-40.75,7604:140:2,0.55,1,0.84593023255814,1,0.90366972477064,0.71929824561404,1
Gadus,morhua,64.75,-40.75,7604:140:4,0.43,0.96923076923077,0.84593023255814,1,1,0.52631578947368,1
Gadus,morhua,60.25,-48.75,7604:208:2,0.50,0.52,0.96220930232558,1,1,1,1
Gadus,morhua,61.25,-45.25,7604:215:1,0.48,1,0.95639534883721,1,0.5045871559633,1,1
Gadus,morhua,61.25,-45.75,7604:215:2,0.43,1,0.95639534883721,1,0.44954128440367,1,1
Gadus,morhua,65.25,-40.75,7604:350:2,0.41,1,0.64825581395349,1,1,0.63157894736842,1
Gadus,morhua,62.75,-52.25,7605:122:3,0.47,0.6075,0.76744186046512,1,1,1,1
Gadus,morhua,63.25,-51.25,7605:131:1,0.41,1,0.50872093023256,1,0.81192660550459,1,1
Gadus,morhua,63.25,-51.75,7605:131:2,0.43,1,0.50872093023256,1,0.85321100917431,1,1
Gadus,morhua,63.75,-51.75,7605:131:4,0.45,1,0.50872093023256,1,0.88990825688073,1,1
Gadus,morhua,64.25,-50.25,7605:140:1,0.47,1,0.46802325581395,1,1,1,1
Gadus,morhua,64.25,-50.75,7605:140:2,0.47,1,0.46802325581395,1,1,1,1
Gadus,morhua,64.75,-50.25,7605:140:3,0.40,0.86153846153846,0.46802325581395,1,1,1,1
Gadus,morhua,64.25,-51.25,7605:141:1,0.45,0.96923076923077,0.46511627906977,1,1,1,1
Gadus,morhua,64.25,-51.75,7605:141:2,0.47,1,0.46511627906977,1,1,1,1
Gadus,morhua,64.25,-52.25,7605:142:1,0.51,1,0.51453488372093,1,1,1,1
Gadus,morhua,64.25,-52.75,7605:142:2,0.51,1,0.51453488372093,1,1,1,1
Gadus,morhua,64.75,-52.25,7605:142:3,0.51,1,0.51453488372093,1,1,1,1
Gadus,morhua,64.75,-52.75,7605:142:4,0.51,1,0.51453488372093,1,1,1,1
Gadus,morhua,64.25,-53.25,7605:143:1,0.56,1,0.55523255813953,1,1,1,1
Gadus,morhua,64.25,-53.75,7605:143:2,0.49,1,0.55523255813953,1,0.88073394495413,1,1
Gadus,morhua,64.75,-53.25,7605:143:3,0.56,1,0.55523255813953,1,1,1,1
Gadus,morhua,64.25,-54.25,7605:144:1,0.56,1,0.56104651162791,1,1,1,1
Gadus,morhua,64.25,-54.75,7605:144:2,0.42,0.88,0.56104651162791,1,0.84403669724771,1,1
Gadus,morhua,65.25,-52.75,7605:352:2,0.49,1,0.49127906976744,1,1,1,1
Gadus,morhua,65.75,-52.25,7605:352:3,0.48,1,0.49127906976744,1,0.97706422018349,1,1
Gadus,morhua,65.75,-52.75,7605:352:4,0.44,0.89230769230769,0.49127906976744,1,1,1,1
Gadus,morhua,65.25,-53.25,7605:353:1,0.50,1,0.5,1,1,1,1
Gadus,morhua,65.25,-53.75,7605:353:2,0.44,1,0.5,1,0.88532110091743,1,1
Gadus,morhua,65.75,-53.25,7605:353:3,0.50,1,0.5,1,1,1,1
Gadus,morhua,65.75,-53.75,7605:353:4,0.50,1,0.5,1,1,1,1
Gadus,morhua,65.75,-54.25,7605:354:3,0.49,1,0.49127906976744,1,1,1,1
Gadus,morhua,66.25,-52.75,7605:362:2,0.47,1,0.47093023255814,1,1,1,1
Gadus,morhua,66.25,-53.75,7605:363:2,0.47,1,0.48546511627907,1,0.95871559633028,1,1
Gadus,morhua,66.75,-53.25,7605:363:3,0.47,1,0.48546511627907,1,0.9954128440367,0.98245614035088,1
Gadus,morhua,66.75,-53.75,7605:363:4,0.45,1,0.48546511627907,1,0.96788990825688,0.94736842105263,1
Gadus,morhua,66.25,-54.25,7605:364:1,0.47,1,0.46511627906977,1,1,1,1
Gadus,morhua,66.25,-54.75,7605:364:2,0.47,1,0.46511627906977,1,1,1,1
Gadus,morhua,66.75,-54.25,7605:364:3,0.47,1,0.46511627906977,1,1,1,1
Gadus,morhua,66.75,-54.75,7605:364:4,0.47,1,0.46511627906977,1,1,1,1
Gadus,morhua,67.25,-53.75,7605:373:2,0.40,1,0.47093023255814,1,0.99082568807339,0.85964912280702,1
Gadus,morhua,67.25,-54.25,7605:374:1,0.40,1,0.45639534883721,1,0.97247706422018,0.89473684210526,1
Gadus,morhua,67.25,-54.75,7605:374:2,0.41,1,0.45639534883721,1,1,0.89473684210526,1
Gadus,morhua,70.75,-6.75,7700:206:4,0.54,0.5425,1,1,1,1,1
Gadus,morhua,71.25,-9.75,7700:219:2,0.55,0.865,0.63372093023256,1,1,1,1
Gadus,morhua,70.75,-10.25,7701:100:3,0.50,0.655,0.76453488372093,1,1,1,1
Gadus,morhua,70.75,-11.75,7701:101:4,0.45,0.7175,0.63081395348837,1,1,1,1
Gadus,morhua,70.75,-12.75,7701:102:4,0.46,1,0.45639534883721,1,1,1,1
Gadus,morhua,51.25,1.75,1500:111:2,0.73,0.76923076923077,1,1,0.94801762114537,1,1
Gadus,morhua,51.75,2.25,1500:112:3,0.68,0.67692307692308,1,1,1,1,1
Gadus,morhua,52.25,1.25,1500:121:1,0.72,0.72307692307692,1,1,1,1,1
Gadus,morhua,52.25,1.75,1500:121:2,0.66,0.95384615384615,1,1,0.69691629955947,1,1
Gadus,morhua,52.75,1.75,1500:121:4,0.74,0.98461538461538,1,1,0.74713656387665,1,1
Gadus,morhua,52.25,2.25,1500:122:1,0.78,0.8,1,1,0.97356828193833,1,1
Gadus,morhua,52.25,2.75,1500:122:2,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,52.75,2.75,1500:122:4,0.77,0.76923076923077,1,1,1,1,1
Gadus,morhua,53.75,0.75,1500:130:4,0.62,0.61538461538462,1,1,1,1,1
Gadus,morhua,53.75,1.25,1500:131:3,0.66,0.66153846153846,1,1,1,1,1
Gadus,morhua,53.25,2.25,1500:132:1,0.63,0.63076923076923,1,1,1,1,1
Gadus,morhua,53.75,3.25,1500:133:3,0.63,0.63076923076923,1,1,1,1,1
Gadus,morhua,53.75,3.75,1500:133:4,0.60,0.6,1,1,1,1,1
Gadus,morhua,53.75,4.25,1500:134:3,0.60,0.6,1,1,1,1,1
Gadus,morhua,54.25,0.25,1500:140:1,0.68,0.70769230769231,1,0.96666666666667,1,1,1
Gadus,morhua,54.25,0.75,1500:140:2,0.73,0.75384615384615,1,0.96666666666667,1,1,1
Gadus,morhua,54.25,1.75,1500:141:2,0.71,0.70769230769231,1,1,1,1,1
Gadus,morhua,54.25,3.25,1500:143:1,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.25,3.75,1500:143:2,0.68,0.67692307692308,1,1,1,1,1
Gadus,morhua,54.75,3.25,1500:143:3,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.75,3.75,1500:143:4,0.71,0.70769230769231,1,1,1,1,1
Gadus,morhua,54.25,4.25,1500:144:1,0.68,0.67692307692308,1,1,1,1,1
Gadus,morhua,54.25,4.75,1500:144:2,0.66,0.66153846153846,1,1,1,1,1
Gadus,morhua,54.75,4.25,1500:144:3,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,54.75,4.75,1500:144:4,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,52.25,5.25,1500:225:1,0.63,0.63076923076923,1,1,1,1,1
Gadus,morhua,52.75,5.25,1500:225:3,0.72,0.72307692307692,1,1,1,1,1
Gadus,morhua,52.75,5.75,1500:225:4,0.60,0.6,1,1,1,1,1
Gadus,morhua,53.25,5.75,1500:235:2,0.62,0.66153846153846,1,1,0.94096916299559,1,1
Gadus,morhua,53.75,6.75,1500:236:4,0.77,0.76923076923077,1,1,1,1,1
Gadus,morhua,53.25,7.25,1500:237:1,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,53.75,8.75,1500:238:4,0.62,0.61538461538462,1,1,1,1,1
Gadus,morhua,54.25,5.25,1500:245:1,0.62,0.61538461538462,1,1,1,1,1
Gadus,morhua,54.25,5.75,1500:245:2,0.62,0.61538461538462,1,1,1,1,1
Gadus,morhua,54.75,5.25,1500:245:3,0.66,0.66153846153846,1,1,1,1,1
Gadus,morhua,54.75,5.75,1500:245:4,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.25,6.25,1500:246:1,0.62,0.61538461538462,1,1,1,1,1
Gadus,morhua,54.25,6.75,1500:246:2,0.60,0.6,1,1,1,1,1
Gadus,morhua,54.75,6.25,1500:246:3,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.75,6.75,1500:246:4,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.25,7.25,1500:247:1,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,54.25,7.75,1500:247:2,0.66,0.69230769230769,1,1,0.95594713656388,1,1
Gadus,morhua,54.75,7.25,1500:247:3,0.63,0.63076923076923,1,1,1,1,1
Gadus,morhua,54.75,8.75,1500:248:4,0.78,0.78461538461538,1,1,1,1,1
Gadus,morhua,54.75,9.75,1500:249:4,0.75,0.75384615384615,1,1,1,1,1
Gadus,morhua,55.25,2.75,1500:352:2,0.68,0.67692307692308,1,1,1,1,1
Gadus,morhua,55.25,3.75,1500:353:2,0.71,0.70769230769231,1,1,1,1,1
Gadus,morhua,55.25,4.25,1500:354:1,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,55.25,4.75,1500:354:2,0.68,0.67692307692308,1,1,1,1,1
Gadus,morhua,55.75,4.75,1500:354:4,0.75,0.75384615384615,1,1,1,1,1
Gadus,morhua,55.25,5.25,1500:455:1,0.72,0.72307692307692,1,1,1,1,1
Gadus,morhua,55.25,5.75,1500:455:2,0.77,0.76923076923077,1,1,1,1,1
Gadus,morhua,55.75,5.25,1500:455:3,0.77,0.76923076923077,1,1,1,1,1
Gadus,morhua,55.25,6.25,1500:456:1,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,55.25,6.75,1500:456:2,0.69,0.69230769230769,1,1,1,1,1
Gadus,morhua,55.75,6.25,1500:456:3,0.74,0.73846153846154,1,1,1,1,1
Gadus,morhua,55.75,6.75,1500:456:4,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,55.25,8.25,1500:458:1,0.60,0.6,1,1,1,1,1
Gadus,morhua,55.25,8.75,1500:458:2,0.71,0.70769230769231,1,1,1,1,1
Gadus,morhua,55.75,8.25,1500:458:3,0.60,0.6,1,1,1,1,1
Gadus,morhua,56.25,6.25,1500:466:1,0.71,0.70769230769231,1,1,1,1,1
Gadus,morhua,56.25,6.75,1500:466:2,0.65,0.64615384615385,1,1,1,1,1
Gadus,morhua,56.75,7.75,1500:467:4,0.77,0.95384615384615,1,1,0.80440528634361,1,1
Gadus,morhua,56.25,8.25,1500:468:1,0.60,0.6,1,1,1,1,1
Gadus,morhua,56.75,8.25,1500:468:3,0.63,0.63076923076923,1,1,1,1,1
Gadus,morhua,57.25,9.25,1500:479:1,0.72,0.72307692307692,1,1,1,1,1
Gadus,morhua,59.25,10.25,1501:390:1,0.71,1,1,0.9656652360515,0.73039647577093,1,1
Gadus,morhua,60.25,0.25,1600:100:1,0.71,1,1,0.97111111111111,0.72935779816514,1,1
Gadus,morhua,60.75,3.75,1600:103:4,0.78,0.78,1,1,1,1,1
Gadus,morhua,61.75,0.25,1600:110:3,0.75,1,1,0.96444444444444,0.77522935779817,1,1
Gadus,morhua,61.75,2.25,1600:112:3,0.74,0.74,1,1,1,1,1
Gadus,morhua,61.75,2.75,1600:112:4,0.62,0.615,1,1,1,1,1
Gadus,morhua,61.25,3.25,1600:113:1,0.76,0.765,1,1,1,1,1
Gadus,morhua,61.25,3.75,1600:113:2,0.65,0.6525,1,1,1,1,1
Gadus,morhua,61.75,3.25,1600:113:3,0.61,0.61,1,1,1,1,1
Gadus,morhua,62.25,1.25,1600:121:1,0.73,0.8625,1,0.99111111111111,0.84862385321101,1,1
Gadus,morhua,62.25,3.25,1600:123:1,0.77,0.7725,1,1,1,1,1
Gadus,morhua,62.75,3.25,1600:123:3,0.72,0.725,1,1,1,1,1
Gadus,morhua,63.25,4.75,1600:134:2,0.60,0.5975,1,1,1,1,1
Gadus,morhua,64.25,5.75,1600:245:2,0.64,0.64,1,1,1,1,1
Gadus,morhua,64.75,5.75,1600:245:4,0.73,0.73,1,1,1,1,1
Gadus,morhua,65.25,6.75,1600:456:2,0.77,0.8975,1,1,0.85321100917431,1,1
Gadus,morhua,65.75,6.25,1600:456:3,0.65,0.8225,1,1,0.79357798165138,1,1
Gadus,morhua,65.25,7.75,1600:457:2,0.67,0.985,1,1,0.68348623853211,1,1
Gadus,morhua,65.25,8.25,1600:458:1,0.73,1,1,1,0.73394495412844,1,1
Gadus,morhua,65.25,8.75,1600:458:2,0.69,1,1,1,0.69266055045872,1,1
Gadus,morhua,65.25,9.25,1600:459:1,0.70,1,1,1,0.69724770642202,1,1
Gadus,morhua,65.25,9.75,1600:459:2,0.76,1,1,1,0.75688073394495,1,1
Gadus,morhua,66.25,8.75,1600:468:2,0.72,0.945,1,1,0.75688073394495,1,1
Gadus,morhua,66.25,9.25,1600:469:1,0.67,0.9725,1,1,0.68807339449541,1,1
Gadus,morhua,66.25,9.75,1600:469:2,0.61,0.985,1,1,0.62385321100917,1,1
Gadus,morhua,67.75,9.75,1600:479:4,0.65,0.9525,1,1,0.67889908256881,1,1
Gadus,morhua,66.25,10.75,1601:360:2,0.62,0.89,1,1,0.69266055045872,1,1
Gadus,morhua,66.75,10.75,1601:360:4,0.63,0.8725,1,1,0.72477064220183,1,1
Gadus,morhua,66.75,11.25,1601:361:3,0.69,0.8425,1,1,0.82110091743119,1,1
Gadus,morhua,67.25,10.25,1601:370:1,0.67,1,1,1,0.6743119266055,1,1
Gadus,morhua,67.25,10.75,1601:370:2,0.74,1,1,1,0.74311926605505,1,1
Gadus,morhua,67.75,10.75,1601:370:4,0.64,1,1,1,0.63761467889908,1,1
Gadus,morhua,67.25,11.25,1601:371:1,0.73,1,1,1,0.72935779816514,1,1
Gadus,morhua,67.25,11.75,1601:371:2,0.75,1,1,1,0.75229357798165,1,1
Gadus,morhua,67.25,12.25,1601:372:1,0.64,1,1,1,0.63761467889908,1,1
Gadus,morhua,67.25,12.75,1601:372:2,0.60,1,1,1,0.60091743119266,1,1
Gadus,morhua,67.75,12.25,1601:372:3,0.79,1,1,1,0.78899082568807,1,1
Gadus,morhua,67.75,12.75,1601:372:4,0.65,1,1,1,0.65137614678899,1,1
Gadus,morhua,67.25,13.25,1601:373:1,0.61,1,1,1,0.61467889908257,1,1
Gadus,morhua,67.25,13.75,1601:373:2,0.78,1,1,1,0.77981651376147,1,1
Gadus,morhua,68.25,10.25,1601:380:1,0.72,0.85,1,1,0.84403669724771,1,1
Gadus,morhua,68.25,11.75,1601:381:2,0.79,1,1,1,0.79357798165138,1,1
Gadus,morhua,68.25,12.25,1601:382:1,0.70,1,1,1,0.69724770642202,1,1
Gadus,morhua,68.25,12.75,1601:382:2,0.77,1,1,1,0.76605504587156,1,1
Gadus,morhua,68.75,13.75,1601:383:4,0.74,1,1,1,0.74311926605505,1,1
Gadus,morhua,68.25,14.25,1601:384:1,0.70,1,1,1,0.70183486238532,1,1
Gadus,morhua,68.25,15.25,1601:485:1,0.76,1,1,1,0.76146788990826,1,1
Gadus,morhua,68.25,15.75,1601:485:2,0.64,1,1,1,0.63761467889908,1,1
Gadus,morhua,68.25,16.25,1601:486:1,0.75,0.98461538461538,1,1,0.76146788990826,1,1
Gadus,morhua,69.25,17.25,1601:497:1,0.76,1,1,1,0.75688073394495,1,1
Gadus,morhua,69.75,19.75,1601:499:4,0.62,1,1,1,0.62385321100917,1,1
Gadus,morhua,69.75,20.25,1602:390:3,0.72,1,1,1,0.72018348623853,1,1
Gadus,morhua,64.75,38.75,1603:248:4,0.62,0.95384615384615,0.90116279069767,0.8587982832618,1,0.84210526315789,1
Gadus,morhua,66.25,34.75,1603:364:2,0.62,1,0.8546511627907,0.88197424892704,1,0.82456140350877,1
Gadus,morhua,69.75,31.25,1603:391:3,0.78,1,1,1,0.77522935779817,1,1
Gadus,morhua,69.75,31.75,1603:391:4,0.75,1,1,1,0.74770642201835,1,1
Gadus,morhua,65.25,35.75,1603:455:2,0.61,1,0.77325581395349,0.88197424892704,1,0.89473684210526,1
Gadus,morhua,65.75,35.75,1603:455:4,0.62,1,0.77325581395349,0.88197424892704,1,0.91228070175439,1
Gadus,morhua,65.25,36.25,1603:456:1,0.65,1,0.84011627906977,0.87038626609442,1,0.89473684210526,1
Gadus,morhua,65.25,36.75,1603:456:2,0.63,1,0.84011627906977,0.87038626609442,1,0.85964912280702,1
Gadus,morhua,65.75,36.25,1603:456:3,0.69,1,0.84011627906977,0.87038626609442,1,0.94736842105263,1
Gadus,morhua,65.75,36.75,1603:456:4,0.67,1,0.84011627906977,0.87038626609442,1,0.91228070175439,1
Gadus,morhua,65.25,37.25,1603:457:1,0.69,1,0.88081395348837,0.87038626609442,1,0.89473684210526,1
Gadus,morhua,65.25,37.75,1603:457:2,0.69,1,0.88081395348837,0.8587982832618,1,0.91228070175439,1
Gadus,morhua,65.75,37.25,1603:457:3,0.69,1,0.88081395348837,0.87038626609442,1,0.89473684210526,1
Gadus,morhua,65.75,37.75,1603:457:4,0.65,1,0.88081395348837,0.8587982832618,1,0.85964912280702,1
Gadus,morhua,65.25,38.25,1603:458:1,0.74,1,0.90697674418605,0.8587982832618,1,0.94736842105263,1
Gadus,morhua,65.25,38.75,1603:458:2,0.71,1,0.90697674418605,0.8587982832618,1,0.91228070175439,1
Gadus,morhua,65.75,38.25,1603:458:3,0.67,1,0.90697674418605,0.8587982832618,1,0.85964912280702,1
Gadus,morhua,65.75,38.75,1603:458:4,0.64,1,0.90697674418605,0.8587982832618,1,0.82456140350877,1
Gadus,morhua,65.25,39.25,1603:459:1,0.65,1,0.91860465116279,0.85622317596567,1,0.82456140350877,1
Gadus,morhua,65.75,39.25,1603:459:3,0.68,1,0.91860465116279,0.85622317596567,1,0.85964912280702,1
Gadus,morhua,65.75,39.75,1603:459:4,0.61,0.95384615384615,0.91860465116279,0.85622317596567,1,0.80701754385965,1
Gadus,morhua,66.25,35.25,1603:465:1,0.61,1,0.85755813953488,0.88197424892704,1,0.80701754385965,1
Gadus,morhua,66.25,35.75,1603:465:2,0.66,1,0.85755813953488,0.88197424892704,1,0.87719298245614,1
Gadus,morhua,66.25,36.25,1603:466:1,0.71,1,0.90988372093023,0.87038626609442,1,0.89473684210526,1
Gadus,morhua,66.25,36.75,1603:466:2,0.69,1,0.90988372093023,0.87038626609442,1,0.87719298245614,1
Gadus,morhua,66.25,37.25,1603:467:1,0.64,1,0.94767441860465,0.87038626609442,1,0.7719298245614,1
Gadus,morhua,66.25,37.75,1603:467:2,0.70,1,0.94767441860465,0.8587982832618,1,0.85964912280702,1
Gadus,morhua,68.75,38.75,1603:488:4,0.62,1,1,1,0.62385321100917,1,1
Gadus,morhua,68.25,39.25,1603:489:1,0.62,1,1,1,0.61926605504587,1,1
Gadus,morhua,68.75,39.25,1603:489:3,0.65,1,1,1,0.64678899082569,1,1
Gadus,morhua,69.25,36.75,1603:496:2,0.77,1,1,0.95111111111111,0.81192660550459,1,1
Gadus,morhua,69.25,37.25,1603:497:1,0.74,1,1,0.97111111111111,0.76605504587156,1,1
Gadus,morhua,69.25,37.75,1603:497:2,0.63,1,1,0.97111111111111,0.65137614678899,1,1
Gadus,morhua,69.25,38.25,1603:498:1,0.73,1,1,1,0.73394495412844,1,1
Gadus,morhua,69.25,38.75,1603:498:2,0.72,1,1,1,0.71559633027523,1,1
Gadus,morhua,69.25,39.25,1603:499:1,0.76,1,1,1,0.75688073394495,1,1
Gadus,morhua,69.25,39.75,1603:499:2,0.64,1,1,1,0.63761467889908,1,1
Gadus,morhua,66.25,40.75,1604:360:2,0.61,0.87692307692308,0.90406976744186,1,1,0.7719298245614,1
Gadus,morhua,67.25,41.25,1604:371:1,0.71,0.86153846153846,0.92732558139535,1,1,0.89473684210526,1
Gadus,morhua,67.25,41.75,1604:371:2,0.78,0.93846153846154,0.92732558139535,1,1,0.89473684210526,1
Gadus,morhua,67.25,42.25,1604:372:1,0.68,0.89230769230769,0.88372093023256,1,1,0.85964912280702,1
Gadus,morhua,67.75,42.25,1604:372:3,0.75,0.89230769230769,0.88372093023256,1,1,0.94736842105263,1
Gadus,morhua,68.25,42.25,1604:382:1,0.75,0.78461538461538,0.96220930232558,1,1,1,1
Gadus,morhua,68.25,42.75,1604:382:2,0.69,0.78461538461538,0.96220930232558,1,1,0.91228070175439,1
Gadus,morhua,68.25,43.25,1604:383:1,0.63,0.81538461538462,0.89244186046512,1,1,0.85964912280702,1
Gadus,morhua,68.75,43.25,1604:383:3,0.74,0.90769230769231,0.89244186046512,1,1,0.91228070175439,1
Gadus,morhua,68.75,43.75,1604:383:4,0.69,0.84615384615385,0.89244186046512,1,1,0.91228070175439,1
Gadus,morhua,68.75,44.25,1604:384:3,0.71,0.92307692307692,0.79651162790698,1,1,0.96491228070175,1
