"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"Joint","Australia/Indonesia","RCP45","No Adaptation",375491.403092241,402724.684592284,18446.6890856691,17461.9989509769,16989051.8140404,11819545.7505799,25711.6835866154,25845.9144825743,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,7.252704396365,-5.33803182847138,-30.4284554549901,-0.145186136071887
"Joint","Australia/Indonesia","RCP45","Productivity Only",344023.800354629,412633.557692129,23932.1801248045,24450.0347356619,27308462.4527362,19727852.4445405,25711.6835866154,25845.9144825743,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,9.89161250937191,32.5442989910677,16.1209740277366,0.183183568677792
"Joint","Australia/Indonesia","RCP45","Range Shift Only",376661.050558553,419522.823702438,18063.2779823979,16713.2045097493,16195048.0266218,10927227.4637315,25711.6835866154,25845.9144825743,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,11.726345862406,-9.39726672829611,-35.6807691015405,0.0314505776636714
"Joint","Australia/Indonesia","RCP60","Full Adaptation",351970.471897404,431549.541764655,22624.1719665612,24967.3321825346,25866893.8377657,24806284.2860225,25677.7561313747,25750.6347136595,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,17.8628810499132,19.6426331655111,14.7314981641921,0.531707317073171
"Joint","Australia/Indonesia","RCP60","Imperfect Full Adaptation",296256.465740071,399916.799362763,29411.5574953063,14293.7561823398,24864599.8267962,8112898.10883795,25677.7561313747,25750.6347136595,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,9.22348789993761,-31.5047913418143,-62.4770504220619,0.270860077021823
"Joint","Australia/Indonesia","RCP60","Imperfect Productivity Only",298626.304228325,377237.715731452,29174.7493689215,15938.1838227645,25513496.8421055,9029688.97531744,25677.7561313747,25750.6347136595,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,3.02947799454417,-23.6247482714464,-58.2368027331443,0.0198973042362003
"Joint","Australia/Indonesia","RCP60","No Adaptation",366145.420780865,376504.138746366,20868.2570100202,17137.3385768396,21621163.0484614,8158567.88251505,25677.7561313747,25750.6347136595,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,2.82912672877614,-17.8784382010878,-62.2658232388862,-0.165853658536585
"Joint","Australia/Indonesia","RCP60","Productivity Only",343285.092130646,406349.714211075,24266.9444178654,24442.7002733573,27864807.1225428,20636983.1256478,25677.7561313747,25750.6347136595,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,10.9804168366953,17.1286143429264,-4.55192868490786,0.162002567394095
"Joint","Australia/Indonesia","RCP60","Range Shift Only",377091.271365279,417162.619008214,18099.8132448231,16652.922665694,16178670.972536,10823197.4984536,25677.7561313747,25750.6347136595,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,13.9335890419022,-20.1997432861889,-49.941649881671,0.030808729139923
"Joint","Australia/Indonesia","RCP85","Full Adaptation",349379.664853934,436629.627191801,22655.3818129125,25416.8107907872,25915854.6987513,25229021.5503634,25711.1462830062,26145.1509831963,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,18.6020169777676,22.3164315477307,29.3314990337872,0.537740693196406
"Joint","Australia/Indonesia","RCP85","Imperfect Full Adaptation",293831.423472169,402525.621490074,29403.5659578429,14461.723809736,24873938.7888102,7929200.95266955,25711.1462830062,26145.1509831963,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,9.3383215907633,-30.4040752793054,-59.3525478861024,0.27586649550706
"Joint","Australia/Indonesia","RCP85","Imperfect Productivity Only",291304.151124406,329643.16981865,30598.5846532875,19264.9772481726,26415066.7275895,7751868.89243832,25711.1462830062,26145.1509831963,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-10.4587907263962,-7.28879046859733,-60.2616049865005,-0.108344030808729
"Joint","Australia/Indonesia","RCP85","No Adaptation",368146.881746243,288752.208968924,20779.5555095711,26313.9429416032,19507252.0915979,16900258.0801958,25711.1462830062,26145.1509831963,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-21.566031579766,26.6338104753155,-13.3642298728737,-0.237997432605905
"Joint","Australia/Indonesia","RCP85","Productivity Only",292884.50263949,326170.638174655,30383.2791664717,20341.2409747416,26441615.0697277,8751698.69305462,25711.1462830062,26145.1509831963,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-11.4020369729823,-2.10935471948682,-55.136178832568,-0.0462130937098845
"Joint","Australia/Indonesia","RCP85","Range Shift Only",375008.275506502,427728.578764761,18003.5043177534,16977.424035706,16154240.6224178,11219302.7937484,25711.1462830062,26145.1509831963,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,16.1842188465381,-18.2974629660093,-42.4865032703365,0.044801026957638
"Joint","Joint Development","RCP26","Full Adaptation",284970.737602327,344132.481942285,18186.7015855866,19767.1319041271,21799262.173236,20639914.8874632,20400.7289614997,20408.8437677139,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,14.5283353237302,23.7616812448439,21.634753017306,0.524261874197689
"Joint","Joint Development","RCP26","Imperfect Full Adaptation",240594.880773001,316353.285190198,23659.624013429,11449.486493535,21178273.196787,7295086.77007793,20400.7289614997,20408.8437677139,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,5.28333426282915,-28.3149571367927,-57.0087336911831,0.270089858793325
"Joint","Joint Development","RCP26","Imperfect Productivity Only",240480.698340101,307203.490422553,23784.983074494,12467.4233035116,21855858.153007,8649203.10899297,20400.7289614997,20408.8437677139,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,2.23825477083325,-21.9416718461021,-49.0286810921932,0.0192554557124519
"Joint","Joint Development","RCP26","No Adaptation",300478.026655628,302949.640867832,15971.9322695858,13555.5980044878,16968764.5804046,7373938.31324507,20400.7289614997,20408.8437677139,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,0.822560717571724,-15.1286282981503,-56.5440472799036,-0.136200256739409
"Joint","Joint Development","RCP26","Productivity Only",278150.931589668,327552.78318598,19432.5435433642,19399.6528104662,23401032.1599157,17327838.6792704,20400.7289614997,20408.8437677139,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,9.01056121530715,21.4609008041412,2.11608863547166,0.194736842105263
"Joint","Joint Development","RCP26","Range Shift Only",303380.599816058,326220.395555462,14929.2645549301,13366.6802883139,14377139.3500408,9201538.13273356,20400.7289614997,20408.8437677139,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,8.56713856462341,-16.311438949894,-45.7736708578098,0.0183568677792041
"Joint","Joint Development","RCP45","Full Adaptation",283288.779874527,342631.735398726,18185.5955089937,19804.2599686175,21825938.6672718,20659020.0847139,20408.8388536449,20405.3983914492,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,13.8948541748596,29.9825670029176,36.3829722570002,0.533761232349166
"Joint","Joint Development","RCP45","Imperfect Full Adaptation",239029.290143402,313819.796587733,23627.7433713092,11543.7778382543,21168525.014752,7111932.25207481,20408.8388536449,20405.3983914492,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,4.3174238601976,-24.2339840667911,-53.049735415763,0.262516046213094
"Joint","Joint Development","RCP45","Imperfect Productivity Only",238566.794984342,303657.489668906,23775.2621934452,12285.0463078824,21622725.7559034,6995286.49020451,20408.8388536449,20405.3983914492,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,0.939352464525253,-19.3687692759703,-53.8197862526284,0.0170731707317073
"Joint","Joint Development","RCP45","No Adaptation",300831.620428341,311925.57597605,15236.0892889375,14081.0227237892,15147800.1563011,10171783.8458909,20408.8388536449,20405.3983914492,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,3.68776245393122,-7.58112231586215,-32.8497620714933,-0.145186136071887
"Joint","Joint Development","RCP45","Productivity Only",276311.26304718,325322.287459048,19412.2085657306,19213.6660725736,23179040.6066466,15764699.130471,20408.8388536449,20405.3983914492,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,8.14098830297033,26.1062842846697,4.07253177230064,0.183183568677792
"Joint","Joint Development","RCP45","Range Shift Only",301920.940230294,326496.24480755,14871.6491001725,13366.5036466363,14370736.9906933,9247787.81985981,20408.8388536449,20405.3983914492,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,8.53122565462562,-12.2707711069837,-38.9496314683489,0.0314505776636714
"Joint","Joint Development","RCP60","Full Adaptation",284501.6466168,343876.761218176,18189.95851582,19791.3562914255,21835423.7876776,20651857.6867981,20408.918828454,20408.6537248308,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,17.2426186956469,13.9246076336641,6.42331084630857,0.531707317073171
"Joint","Joint Development","RCP60","Imperfect Full Adaptation",240123.525113332,315547.378882434,23661.9882997183,11506.4167032521,21197404.895193,7206283.13847099,20408.918828454,20408.6537248308,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,7.58389398477498,-33.7658324732724,-62.864526662787,0.270860077021823
"Joint","Joint Development","RCP60","Imperfect Productivity Only",242372.046012556,298250.844816693,23419.9630859483,12834.4596324508,21766156.8227799,7977800.44392299,20408.918828454,20408.6537248308,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,1.68674949311978,-26.1212442297081,-58.8887377886504,0.0198973042362003
"Joint","Joint Development","RCP60","No Adaptation",293303.548695765,292702.450908138,17372.3278074098,13660.7148040292,19405389.2164871,6751631.15512375,20408.918828454,20408.6537248308,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-0.204940509686714,-21.3650873073988,-65.2074427376728,-0.165853658536585
"Joint","Joint Development","RCP60","Productivity Only",277073.06504642,323318.14277294,19587.4585049542,19319.0166680418,23642013.3276822,16956743.8196416,20408.918828454,20408.6537248308,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,10.2332870538531,11.2056880471808,-12.6183781707666,0.162002567394095
"Joint","Joint Development","RCP60","Range Shift Only",302988.464454736,326647.920493977,14921.6701314274,13374.0419912931,14415670.3958592,9220241.12750115,20408.918828454,20408.6537248308,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,11.368553822988,-23.0152565645885,-52.4861829637125,0.030808729139923
"Joint","Joint Development","RCP85","Full Adaptation",281720.311465607,342602.249566888,18181.2891039842,19834.6465213158,21817709.8616678,20687930.3152931,20407.7348109651,20402.8861430813,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,16.0972731536452,16.4701260959911,20.6744264049887,0.537740693196406
"Joint","Joint Development","RCP85","Imperfect Full Adaptation",237505.183128798,312495.802704242,23613.9887224456,11637.5026319739,21151501.2493953,7048964.1675662,20407.7348109651,20402.8861430813,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,5.8951323635105,-31.6639498701532,-58.8828029335753,0.27586649550706
"Joint","Joint Development","RCP85","Imperfect Productivity Only",235490.119217364,256308.26053593,24574.2335385948,15394.9507941759,22476190.0321651,6896242.86309955,20407.7348109651,20402.8861430813,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-13.1450824605108,-9.60000934161853,-59.773639065342,-0.108344030808729
"Joint","Joint Development","RCP85","No Adaptation",295099.307899748,220214.599099315,17029.8145852171,20457.4721430327,17143591.1747063,13561042.5504441,20407.7348109651,20402.8861430813,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-25.3761045166102,20.1273921137756,-20.8973055164074,-0.237997432605905
"Joint","Joint Development","RCP85","Productivity Only",236726.287308968,253599.977826909,24406.5433602797,15940.8960482279,22499038.3209855,7390800.91970036,20407.7348109651,20402.8861430813,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-14.0628354462077,-6.39418903558945,-56.8888405913181,-0.0462130937098845
"Joint","Joint Development","RCP85","Range Shift Only",300579.365085612,327293.192898422,14818.418878211,13401.8739010683,14325973.2464397,9300961.85075296,20407.7348109651,20402.8861430813,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,10.9095088117286,-21.3034655544522,-45.7467122496737,0.044801026957638
"Joint","Joint Regime","RCP26","Full Adaptation",2395121.84149579,2708225.0767401,141306.60013992,131642.222849269,154972716.391978,144630236.26178,142508.129939869,137842.486280735,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,13.8485824836295,-17.959966367691,-14.0947608513365,0.524261874197689
"Joint","Joint Regime","RCP26","Imperfect Full Adaptation",2149412.33338356,2637460.40118828,175492.049700202,84063.5078187263,156679798.369804,80740086.2235807,142508.129939869,137842.486280735,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,10.8737713903118,-47.6112385568362,-52.0432476970702,0.270089858793325
"Joint","Joint Regime","RCP26","Imperfect Productivity Only",2143861.03965394,2115397.9472473,180086.273096721,107904.483555082,174765285.809625,74644948.6514829,142508.129939869,137842.486280735,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-11.0727318230213,-32.7534337514796,-55.6635435930635,0.0192554557124519
"Joint","Joint Regime","RCP26","No Adaptation",2378795.60523252,1917829.53569417,160460.956707148,115335.410493438,168360204.447473,70027018.4925357,142508.129939869,137842.486280735,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-19.3781285169849,-28.1224461948505,-58.4064305918661,-0.136200256739409
"Joint","Joint Regime","RCP26","Productivity Only",2243653.88516728,2189460.4591192,168078.261152217,128724.64077473,174969945.047358,103699499.096858,142508.129939869,137842.486280735,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-7.95928602259235,-19.7782168221391,-38.406169416828,0.194736842105263
"Joint","Joint Regime","RCP26","Range Shift Only",2456953.18154766,2405633.21536157,134480.542704745,112690.313473365,141732115.008914,95669870.0250022,142508.129939869,137842.486280735,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,1.1282016021055,-29.7708827206909,-43.1754847655519,0.0183568677792041
"Joint","Joint Regime","RCP45","Full Adaptation",2388910.65381852,2626286.44322589,140488.213758848,131358.490986712,154334252.357502,141523695.073054,142472.558877471,135122.250871401,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,13.4482529182966,-22.4615232583178,-18.483176623258,0.533761232349166
"Joint","Joint Regime","RCP45","Imperfect Full Adaptation",2145190.46049992,2507324.23474274,174175.579497492,87893.0972555686,155868043.64236,79247679.4994727,142472.558877471,135122.250871401,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,8.30941714867714,-48.1183376414187,-54.3537985675081,0.262516046213094
"Joint","Joint Regime","RCP45","Imperfect Productivity Only",2119281.99700689,1530134.97602369,187728.735117918,123598.167415499,184507207.031488,69128658.7545744,142472.558877471,135122.250871401,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-33.9024346689909,-27.0422980846311,-60.1822955296717,0.0170731707317073
"Joint","Joint Regime","RCP45","No Adaptation",2314964.2023287,1582420.76200561,169410.719047693,122995.448327298,173612868.130277,67806441.775167,142472.558877471,135122.250871401,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-31.6438344742525,-27.3980719645773,-60.9438848021991,-0.145186136071887
"Joint","Joint Regime","RCP45","Productivity Only",2197707.64398569,1618834.74076584,181616.552993017,138866.966892315,191000161.240027,89351534.8365934,142472.558877471,135122.250871401,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-30.0708521048663,-18.0294094299775,-48.5340367918205,0.183183568677792
"Joint","Joint Regime","RCP45","Range Shift Only",2450878.54985725,2364835.29160219,133295.488678824,113410.44726962,141060082.577924,96518098.1903514,142472.558877471,135122.250871401,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,2.15429202850403,-33.0559200107681,-44.4061380761675,0.0314505776636714
"Joint","Joint Regime","RCP60","Full Adaptation",2407622.24390596,2542460.27004976,140848.91742751,131389.260500015,154651223.793009,142263395.441225,142643.286183891,135451.517704621,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,8.97271024187718,-22.285336699778,-19.3652160310208,0.531707317073171
"Joint","Joint Regime","RCP60","Imperfect Full Adaptation",2164006.34645397,2480378.90478481,174735.41230479,82955.3819077605,156477869.191965,76987879.2869199,142643.286183891,135451.517704621,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,6.31183301672197,-50.9332075592114,-56.363328772823,0.270860077021823
"Joint","Joint Regime","RCP60","Imperfect Productivity Only",2140356.82108056,1534224.31518584,186648.153710295,120816.25710665,183609996.048326,73311573.5697537,142643.286183891,135451.517704621,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-34.2414181593026,-28.5391004827575,-58.4470560477711,0.0198973042362003
"Joint","Joint Regime","RCP60","No Adaptation",2333116.48797803,1604511.50386129,169066.241710964,119690.094310445,176429313.056702,68052109.3870465,142643.286183891,135451.517704621,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-31.2288301021858,-29.205207911898,-61.4281163328139,-0.165853658536585
"Joint","Joint Regime","RCP60","Productivity Only",2209806.4680565,1629260.38133267,181996.229375376,133824.511557538,190267185.771201,89774382.0413208,142643.286183891,135451.517704621,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-30.1680653440218,-20.8449243307101,-49.11594876954,0.162002567394095
"Joint","Joint Regime","RCP60","Range Shift Only",2466903.70656185,2317669.39104126,134228.972579545,109296.949968503,141786306.763746,94463810.3679566,142643.286183891,135451.517704621,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,-0.662079969704568,-35.352587919144,-46.4579843727004,0.030808729139923
"Joint","Joint Regime","RCP85","Full Adaptation",2359922.37565671,2838670.77692036,139999.651114893,120745.23435291,153753302.418444,130214744.738863,141869.150179057,126448.237786482,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,23.550978971144,-28.2257616984694,-25.3222859828186,0.537740693196406
"Joint","Joint Regime","RCP85","Imperfect Full Adaptation",2117160.23661772,2649741.43439451,173366.670696888,94517.7986169842,155308668.745319,83419362.4632002,141869.150179057,126448.237786482,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,15.3279735366192,-43.8160600041269,-52.1592788434563,0.27586649550706
"Joint","Joint Regime","RCP85","Imperfect Productivity Only",2076961.2305764,1426225.52244015,192225.039673483,126084.457611589,188619769.91207,47606932.3752668,141869.150179057,126448.237786482,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-37.9246226917933,-25.0519827533437,-72.6975859125237,-0.108344030808729
"Joint","Joint Regime","RCP85","No Adaptation",2297570.44465293,1352782.06442899,168229.210382766,144518.648711175,174368948.557938,68535582.472811,141869.150179057,126448.237786482,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-41.121193146557,-14.0942001794119,-60.6950761361972,-0.237997432605905
"Joint","Joint Regime","RCP85","Productivity Only",2093337.51636365,1425643.78338956,190085.875635548,131690.69383778,186964452.679113,52996936.0721298,141869.150179057,126448.237786482,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-37.9499424399621,-21.7194840669176,-69.6064370919112,-0.0462130937098845
"Joint","Joint Regime","RCP85","Range Shift Only",2427719.24881614,2441036.34572647,131636.846039759,119417.552100834,139861300.538191,96827056.1907931,141869.150179057,126448.237786482,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,6.2442438449463,-29.0149719961666,-44.4700120109859,0.044801026957638
"JPN","Japan","RCP26","Full Adaptation",32911712.6085292,40867888.2819314,1766411.89123004,2252457.294901,1983802572.83315,2048497965.37443,2417637.32940744,2345666.06329527,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,28.3032464898522,4.96319080307247,9.89239032074645,0.524261874197689
"JPN","Japan","RCP26","Imperfect Full Adaptation",29799587.6659593,33143928.2997093,2180975.23110412,1669068.61357801,2077739281.63095,876429544.670302,2417637.32940744,2345666.06329527,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,4.05415550085321,-22.2223800881839,-52.9836303284106,0.270089858793325
"JPN","Japan","RCP26","Imperfect Productivity Only",29387198.4950648,27733659.8440989,2374901.03051997,1843966.74677172,2252276488.10334,954446885.29391,2417637.32940744,2345666.06329527,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-12.931185225532,-14.0722295094936,-48.7983627848184,0.0192554557124519
"JPN","Japan","RCP26","No Adaptation",31852575.3634486,27040438.7526459,2145949.71595992,1822998.99486859,1864094464.95377,920696914.561565,2417637.32940744,2345666.06329527,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-15.107527588883,-15.0493144685299,-50.6088917771451,-0.136200256739409
"JPN","Japan","RCP26","Productivity Only",30615819.3510804,31019387.2882974,2251272.28704952,2103812.68919588,2254667526.07525,1408714298.61429,2417637.32940744,2345666.06329527,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-2.61576360983154,-1.96356076988477,-24.4290284049943,0.194736842105263
"JPN","Japan","RCP26","Range Shift Only",32910222.5792453,34538393.676206,1784371.66460438,1815099.97165585,1435527058.86679,1257995830.84309,2417637.32940744,2345666.06329527,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,8.43202875155691,-15.4174043242237,-32.5143733595988,0.0183568677792041
"JPN","Japan","RCP45","Full Adaptation",32657484.5592459,40331741.9226443,1762158.5100178,2253190.46158746,1980625188.91906,2038705089.15893,2406916.66759929,2329535.40109121,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,29.4752044731049,1.76896163583597,8.30353718051541,0.533761232349166
"JPN","Japan","RCP45","Imperfect Full Adaptation",29549491.3450699,32201510.6614168,2173362.40941692,1675109.32806867,2072661091.70971,860466230.450068,2406916.66759929,2329535.40109121,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,3.37508320931086,-24.3410000839675,-54.2888587085574,0.262516046213094
"JPN","Japan","RCP45","Imperfect Productivity Only",29148505.0152039,22723183.8791519,2383537.04389179,2034508.84073246,2302176199.35697,917880505.587315,2406916.66759929,2329535.40109121,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-27.0527693875451,-8.10814456652898,-51.2388005539548,0.0170731707317073
"JPN","Japan","RCP45","No Adaptation",31150166.6182131,23989021.2261827,2214025.20510148,1979212.00501811,1882399358.53702,1057587951.58943,2406916.66759929,2329535.40109121,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-22.9891078266124,-10.6057148555635,-43.817025500297,-0.145186136071887
"JPN","Japan","RCP45","Productivity Only",30019268.4425978,26578716.4272292,2345921.74079492,2161605.6973766,2384612649.49364,1206575809.92221,2406916.66759929,2329535.40109121,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-14.675524041374,-2.36761115474654,-35.9022406988098,0.183183568677792
"JPN","Japan","RCP45","Range Shift Only",32676105.4882531,34358094.7494338,1774275.48994703,1820979.76524929,1428209585.33868,1269604404.08158,2406916.66759929,2329535.40109121,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,10.2982695744075,-17.7525277917591,-32.5539292008526,0.0314505776636714
"JPN","Japan","RCP60","Full Adaptation",32728442.7478444,40338126.7219546,1760756.05989775,2271733.03284243,1982128567.5781,2053431822.47401,2396244.54460796,2356467.70913909,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,29.5121555376441,2.12479458708167,5.18632541001778,0.531707317073171
"JPN","Japan","RCP60","Imperfect Full Adaptation",29612069.7283048,32524951.1881008,2176469.85890427,1680402.30813989,2077092957.53585,866669849.836173,2396244.54460796,2356467.70913909,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,4.42667717722607,-24.4582272382061,-55.6051406965703,0.270860077021823
"JPN","Japan","RCP60","Imperfect Productivity Only",29082124.0322945,24208463.6082182,2435267.86361342,2011431.03559772,2320589412.71716,1021457165.6315,2396244.54460796,2356467.70913909,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-22.2747668535504,-9.57697125199771,-47.6762146955239,0.0198973042362003
"JPN","Japan","RCP60","No Adaptation",31146209.0600676,24021393.1343231,2224467.66431959,1982593.45184339,1952185148.08812,1015056587.55986,2396244.54460796,2356467.70913909,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-22.875387216479,-10.8733525937848,-48.0040820639394,-0.165853658536585
"JPN","Japan","RCP60","Productivity Only",29876784.7509081,26753041.9751679,2405607.69672767,2191601.69161037,2403242026.61686,1295921488.14833,2396244.54460796,2356467.70913909,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-14.1049816895122,-1.47747585799453,-33.6168759701149,0.162002567394095
"JPN","Japan","RCP60","Range Shift Only",32740930.4844476,34334750.2034653,1776800.98203107,1816394.45965393,1431580029.90353,1265155412.25632,2396244.54460796,2356467.70913909,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,10.2373330161894,-18.3447577688424,-35.1928574246479,0.030808729139923
"JPN","Japan","RCP85","Full Adaptation",32622585.1429533,40977854.6994197,1761169.89066051,2150972.90418851,1978821313.26399,1962099099.25367,2413337.72996587,2229502.67989291,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,31.4964405567785,-3.29396428003561,2.88905058395237,0.537740693196406
"JPN","Japan","RCP85","Imperfect Full Adaptation",29521815.5049845,32756711.5910909,2169664.81002142,1684201.38287861,2068824889.02031,874456550.887308,2413337.72996587,2229502.67989291,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,5.11509228994389,-24.2796416565189,-54.1450254312151,0.27586649550706
"JPN","Japan","RCP85","Imperfect Productivity Only",28717146.1451763,21133619.1758029,2529146.91679457,2001706.21462371,2401422597.79164,727560781.501991,2413337.72996587,2229502.67989291,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-32.1829871747799,-10.0048762514256,-61.847983071124,-0.108344030808729
"JPN","Japan","RCP85","No Adaptation",31162710.2041032,20390250.5291028,2224238.52676287,2180530.41640585,1907004766.89956,1045807003.38906,2413337.72996587,2229502.67989291,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-34.5684300384824,-1.96508197439761,-45.1597069109926,-0.237997432605905
"JPN","Japan","RCP85","Productivity Only",28952239.891285,22279495.3858725,2517426.60026776,2131967.03309691,2380989646.1953,876939331.203155,2413337.72996587,2229502.67989291,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-28.505912226662,-4.14845316973509,-54.0148327668368,-0.0462130937098845
"JPN","Japan","RCP85","Range Shift Only",32650632.5299152,34486365.2062968,1770043.81376064,1833932.40443448,1425034223.49684,1266159853.26379,2413337.72996587,2229502.67989291,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,10.6654876306488,-17.5478536870972,-33.604788239605,0.044801026957638
"KAZ","Kazakhstan","RCP26","Full Adaptation",0,0,0,0,0,0,0,0,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,NA,NA,NA,0.524261874197689
"KAZ","Kazakhstan","RCP26","Imperfect Full Adaptation",0,0,0,0,0,0,0,0,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,NA,NA,NA,0.270089858793325
"KAZ","Kazakhstan","RCP26","Imperfect Productivity Only",0,0,0,0,0,0,0,0,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,NA,NA,NA,0.0192554557124519
"KAZ","Kazakhstan","RCP26","No Adaptation",0,0,0,0,0,0,0,0,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,NA,NA,NA,-0.136200256739409
"KAZ","Kazakhstan","RCP26","Productivity Only",0,0,0,0,0,0,0,0,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,NA,NA,NA,0.194736842105263
