"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"ABNJ","High Seas","RCP26","Full Adaptation",45086781.9568554,58158638.7221074,4805816.22482389,5438000.39032863,4717653120.93071,5365177770.13311,5563203.41080339,5667949.51943511,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,25.6365410804293,25.446405670251,35.8384701204288,0.524261874197689
"ABNJ","High Seas","RCP26","Imperfect Full Adaptation",40046224.8332167,62667739.619002,5080681.57104637,2032492.34559575,4082199561.23157,176060066.998832,5563203.41080339,5667949.51943511,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,35.377275260529,-53.1134900687501,-95.5424160810559,0.270089858793325
"ABNJ","High Seas","RCP26","Imperfect Productivity Only",39639206.8347377,60499401.5918437,5226418.4797936,2161817.84200706,4292591434.12043,598427542.556001,5563203.41080339,5667949.51943511,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,30.6931475778468,-50.1301473836019,-84.8486880879777,0.0192554557124519
"ABNJ","High Seas","RCP26","No Adaptation",46291181.0703828,47856910.8044305,4334919.25198956,4141006.95189877,3949674761.04271,3606409687.92168,5563203.41080339,5667949.51943511,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,3.38234993759841,-4.47326210290505,-8.69097062134818,-0.136200256739409
"ABNJ","High Seas","RCP26","Productivity Only",44394063.3740977,54717703.6036278,4969616.43930191,5357572.33748346,4848933694.91222,4951561162.5931,5563203.41080339,5667949.51943511,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,18.2032999340264,23.5910527058733,25.3663013327685,0.194736842105263
"ABNJ","High Seas","RCP26","Range Shift Only",46831585.1712654,50721073.8093617,4190285.19458077,4154977.59774582,3807670254.19105,3892001520.87535,5563203.41080339,5667949.51943511,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,9.56962565341235,-4.15098053236287,-1.4602022611131,0.0183568677792041
"ABNJ","High Seas","RCP45","Full Adaptation",45033157.8832229,58922275.9495051,4806904.70262699,5538877.79226383,4720237744.63979,5439018651.47635,5567994.93152122,5763216.3375862,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,27.6013270484886,27.4983760215228,38.3513730436959,0.533761232349166
"ABNJ","High Seas","RCP45","Imperfect Full Adaptation",39995019.9354288,63597765.2034483,5080259.60876771,2080348.92010626,4081295977.67273,167155774.865518,5567994.93152122,5763216.3375862,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,37.7265067668582,-52.1128432835005,-95.7480875785285,0.262516046213094
"ABNJ","High Seas","RCP45","Imperfect Productivity Only",39418048.1522107,61684796.6723714,5254898.37039088,2354173.90294171,4308496616.72523,1554200472.84339,5567994.93152122,5763216.3375862,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,33.5838065871061,-45.809718005235,-60.466072432997,0.0170731707317073
"ABNJ","High Seas","RCP45","No Adaptation",46176852.0064957,47490117.1351407,4344273.20966725,4203622.26515007,3931308039.68135,3609441756.63975,5567994.93152122,5763216.3375862,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,2.84399016299393,-3.23761738106589,-8.18725675507437,-0.145186136071887
"ABNJ","High Seas","RCP45","Productivity Only",44238584.8838125,54423544.2374058,4952512.078429,5461381.2742254,4755090933.27649,4998986909.93923,5567994.93152122,5763216.3375862,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,17.8589312016118,25.7144983900245,27.1583620383108,0.183183568677792
"ABNJ","High Seas","RCP45","Range Shift Only",46790744.4637174,51145031.6976721,4187214.01621157,4206562.40984205,3806595757.6336,3931297738.96949,5567994.93152122,5763216.3375862,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,10.7590263850761,-3.16993874875893,-0.000262017419030283,0.0314505776636714
"ABNJ","High Seas","RCP60","Full Adaptation",45061637.1420056,58672045.3827082,4805561.50718989,5497574.81954491,4717957038.11741,5407015116.35435,5563606.38141285,5726780.38937039,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,27.0231099117379,26.0487118087245,35.8622197767215,0.531707317073171
"ABNJ","High Seas","RCP60","Imperfect Full Adaptation",40016839.2847189,63224720.9498451,5081527.63110972,2065057.97816988,4082490802.90701,171843168.909624,5563606.38141285,5726780.38937039,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,36.8795075400255,-52.6522318471711,-95.682091897448,0.270860077021823
"ABNJ","High Seas","RCP60","Imperfect Productivity Only",39543482.2776688,62478976.5008725,5263966.96513092,2378451.71815413,4369201928.28866,1624212869.6172,5563606.38141285,5726780.38937039,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,35.264994555349,-45.4667221432389,-59.1883578818443,0.0198973042362003
"ABNJ","High Seas","RCP60","No Adaptation",46190055.8280116,46860659.0544319,4361468.46775184,4201526.24726323,3979778282.17465,3559288994.53941,5563606.38141285,5726780.38937039,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,1.45183463063422,-3.6671644348962,-10.5656460692446,-0.165853658536585
"ABNJ","High Seas","RCP60","Productivity Only",44353902.0237394,54419169.5252401,4959301.58306528,5512952.00343847,4810744113.65501,5055285745.18971,5563606.38141285,5726780.38937039,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,17.8157691081162,26.4012807658832,27.0243060482098,0.162002567394095
"ABNJ","High Seas","RCP60","Range Shift Only",46817526.1042843,50971461.4781708,4188585.79624041,4187927.1622802,3807664940.16767,3912525234.49517,5563606.38141285,5726780.38937039,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,10.3515909743924,-3.9789650379174,-1.68986920655109,0.030808729139923
"ABNJ","High Seas","RCP85","Full Adaptation",45105071.980141,59571375.2645543,4812604.32584311,5609612.27786645,4727035246.67131,5486460063.59675,5585028.72100012,5827327.43623639,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,29.1999197088624,27.1898156199208,37.0164280155988,0.537740693196406
"ABNJ","High Seas","RCP85","Imperfect Full Adaptation",40051744.3536445,64548747.8266597,5084788.39269977,2099829.65932349,4083979222.98554,160439534.278753,5585028.72100012,5827327.43623639,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,39.9949724087411,-52.3894105379818,-95.9932540026638,0.27586649550706
"ABNJ","High Seas","RCP85","Imperfect Productivity Only",39253315.3106779,56190432.4310354,5351467.39017268,2816088.0589456,4427764983.20872,1739654157.93287,5585028.72100012,5827327.43623639,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,21.8672445659603,-36.1492910303277,-56.5546461763208,-0.108344030808729
"ABNJ","High Seas","RCP85","No Adaptation",46107904.2454451,44936162.308322,4410425.67010991,4447942.93618299,4004235216.94211,3736371297.06354,5585028.72100012,5827327.43623639,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-2.54130383130334,0.850649549029842,-6.68951511003221,-0.237997432605905
"ABNJ","High Seas","RCP85","Productivity Only",43341824.5759013,48757723.5029544,5085332.35718707,5570565.42544081,4754398476.49437,4777646541.58534,5585028.72100012,5827327.43623639,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,5.7469956634844,26.3044849206583,19.3148324896323,-0.0462130937098845
"ABNJ","High Seas","RCP85","Range Shift Only",46865808.062697,51577276.7750476,4192737.53482052,4238216.67872749,3808528079.19445,3957351220.57869,5585028.72100012,5827327.43623639,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,11.8621147916147,-3.90458890509148,-1.17086019734935,0.044801026957638
"AGO","Angola","RCP26","Full Adaptation",1361495.56516415,1238167.70961966,81571.7068609929,76089.0930701058,57936539.7616821,42410921.9876781,141777.255086853,80942.4005573627,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,-3.21786820795017,-23.8180756564864,6.73358933235543,0.524261874197689
"AGO","Angola","RCP26","Imperfect Full Adaptation",1260178.93998978,1162587.72160035,78317.4582276885,58216.6434700283,44848901.4654349,17592649.8738541,141777.255086853,80942.4005573627,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,-9.12562392189449,-41.7123302510559,-55.7253985789462,0.270089858793325
"AGO","Angola","RCP26","Imperfect Productivity Only",1130321.65879647,896640.929664653,124544.696393832,48248.1267393236,53601562.4507463,8004518.92921674,141777.255086853,80942.4005573627,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-29.9135166013923,-51.6930089101627,-79.8554005394576,0.0192554557124519
"AGO","Angola","RCP26","No Adaptation",1279335.02465108,985147.216511997,99878.1452763136,53953.2414909734,39735309.4306757,20504788.1775771,141777.255086853,80942.4005573627,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-22.9953688807447,-45.9809337250793,-48.3965559313165,-0.136200256739409
"AGO","Angola","RCP26","Productivity Only",1254230.85128283,887696.537459811,111126.298445824,71474.2606291414,62110484.1636384,30905325.3151218,141777.255086853,80942.4005573627,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-30.6126604560117,-28.4385383494984,-22.2220091955222,0.194736842105263
"AGO","Angola","RCP26","Range Shift Only",1307280.01725217,1060960.04424003,91700.5549787348,55800.9225027011,32206671.0494738,23458923.961762,141777.255086853,80942.4005573627,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,-17.0694131094087,-44.1309984798702,-40.9620201833594,0.0183568677792041
"AGO","Angola","RCP45","Full Adaptation",2388564.83113285,1344465.19869811,131420.670540919,82018.6220171379,83697327.952138,46000946.5066185,253039.259425149,86809.0506497107,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,-33.6647603240141,-55.3561440944675,-27.633940879386,0.533761232349166
"AGO","Angola","RCP45","Imperfect Full Adaptation",2309331.29947414,1218550.18352726,104514.244831111,67097.8143042303,63773453.6337271,18993273.4253112,253039.259425149,86809.0506497107,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-39.877344121833,-63.4777434721066,-70.1208681131745,0.262516046213094
"AGO","Angola","RCP45","Imperfect Productivity Only",2146982.5371683,959476.121155001,183885.443110775,58759.8442366372,90277146.5743207,14239551.5922118,253039.259425149,86809.0506497107,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-52.6599286304815,-68.0162144325732,-77.5991515256154,0.0170731707317073
"AGO","Angola","RCP45","No Adaptation",2026773.7107232,1011910.70390901,183717.603136009,59786.4626637107,63567018.9390136,22334384.4478532,253039.259425149,86809.0506497107,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-50.0728325735024,-67.4574120045264,-64.8648232674228,-0.145186136071887
"AGO","Angola","RCP45","Productivity Only",2262041.67594931,954231.272469243,172902.562086885,80669.0612345027,98869245.7060806,34343175.310326,253039.259425149,86809.0506497107,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-52.9187068383302,-56.0907284563351,-45.973280038073,0.183183568677792
"AGO","Angola","RCP45","Range Shift Only",2075764.15034337,1111954.4909153,168548.47866242,60401.6170885574,51397539.1394335,25525214.036023,253039.259425149,86809.0506497107,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,-45.1367222185585,-67.1225750513188,-59.8451925824743,0.0314505776636714
"AGO","Angola","RCP60","Full Adaptation",2436939.7176508,2029118.67378945,132802.921122372,130287.119381625,83397652.64951,64485041.3830823,261299.398057572,136618.097415628,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,-2.04263108163168,-29.3637379980305,5.19330475307856,0.531707317073171
"AGO","Angola","RCP60","Imperfect Full Adaptation",2362089.35774832,1734779.94558522,104606.858811309,123356.302509168,63662108.9373909,34704344.5899222,261299.398057572,136618.097415628,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,-16.2520746977702,-33.121338893761,-43.3874179437017,0.270860077021823
"AGO","Angola","RCP60","Imperfect Productivity Only",2232181.86216853,1367834.29453425,173030.146325485,120445.863056604,87523168.5541597,27237994.2080448,261299.398057572,136618.097415628,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-33.9666770900798,-34.6992582206134,-55.5671429507504,0.0198973042362003
"AGO","Angola","RCP60","No Adaptation",2071430.35403533,1247058.3511325,184447.924747197,100534.557388324,61301469.2659849,26883280.9032764,261299.398057572,136618.097415628,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-39.7972348573959,-45.4943407326943,-56.1457804761077,-0.165853658536585
"AGO","Angola","RCP60","Productivity Only",2346643.99134576,1362149.78170617,162152.32492862,142201.587679465,96044930.4447303,47414007.4321834,261299.398057572,136618.097415628,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-34.2411016111366,-22.9042083968333,-22.654370278703,0.162002567394095
"AGO","Angola","RCP60","Range Shift Only",2105110.50148641,1423349.67247985,172647.844849873,99817.0512462053,51090934.2563472,32204183.6696695,261299.398057572,136618.097415628,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,-31.2866266680393,-45.8833427467325,-47.4658861275629,0.030808729139923
"AGO","Angola","RCP85","Full Adaptation",2262253.03023674,1068144.83191531,131468.755287305,66197.460099412,83629703.2228909,38892486.4148575,257833.883783499,70242.278723532,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,-44.8892279682396,-63.9423304483064,-39.7734804309493,0.537740693196406
"AGO","Angola","RCP85","Imperfect Full Adaptation",2188043.64693891,995096.758634651,104435.633660991,48585.3289125791,64585793.1867204,14643305.1868128,257833.883783499,70242.278723532,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,-48.6581323280641,-73.5356351684907,-77.3242755173333,0.27586649550706
"AGO","Angola","RCP85","Imperfect Productivity Only",2005306.03750102,729239.944358977,194228.996903196,45006.0090253616,94020900.1416669,-1026468.76888729,257833.883783499,70242.278723532,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-62.3749746951847,-75.4852860088594,-101.589526592283,-0.108344030808729
"AGO","Angola","RCP85","No Adaptation",1938177.95058239,695808.611866858,183587.738537869,66952.2894615381,64577011.4115039,30857026.730243,257833.883783499,70242.278723532,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-64.0998592694867,-63.5311758863854,-52.2167005629715,-0.237997432605905
"AGO","Angola","RCP85","Productivity Only",2019839.93678074,693416.417115879,192202.977887734,51961.8387883236,94301095.7466334,5270781.41309643,257833.883783499,70242.278723532,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-64.2232841980522,-71.6964546749371,-91.8379911087718,-0.0462130937098845
"AGO","Angola","RCP85","Range Shift Only",1988437.24892157,991059.710627926,164599.27551016,47375.5311210434,49055362.4298542,22534993.2514664,257833.883783499,70242.278723532,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,-48.8664232130941,-74.1946104362132,-65.1036912998858,0.044801026957638
"ALB","Albania","RCP26","Full Adaptation",139932.522585925,222456.994978384,11371.6882692516,18591.5771860557,7255220.33713681,9892587.31507566,19167.3790052765,19113.6466044887,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,70.6986572910853,41.3110922953892,49.6688436300742,0.524261874197689
"ALB","Albania","RCP26","Imperfect Full Adaptation",133572.457524071,172784.079167998,10500.2843861782,14873.2204592293,5874175.68811365,4195319.48294052,19167.3790052765,19113.6466044887,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,32.5829755010388,13.0485600016876,-36.5273617839556,0.270089858793325
"ALB","Albania","RCP26","Imperfect Productivity Only",125425.120233645,104736.952589671,13309.7346741057,11365.4967673933,6503802.76294948,1961305.74055612,19167.3790052765,19113.6466044887,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-19.6318498433638,-13.612990086464,-70.3266341913693,0.0192554557124519
"ALB","Albania","RCP26","No Adaptation",130321.467379229,129211.939457062,13156.4882020676,13865.9302272314,6609650.39559366,4932762.25234465,19167.3790052765,19113.6466044887,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-0.851377708124098,5.39233581384092,-25.3703001351919,-0.136200256739409
"ALB","Albania","RCP26","Productivity Only",129684.383416306,125579.788213769,14659.2164387698,15786.740180638,8170526.2128376,7210986.24092843,19167.3790052765,19113.6466044887,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-3.63844826245146,19.9920521203907,9.0978464721167,0.194736842105263
"ALB","Albania","RCP26","Range Shift Only",133790.087074104,154265.35977701,12225.2446365864,14699.7228825469,5836828.99817275,5785127.04758432,19167.3790052765,19113.6466044887,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,18.3729456698836,11.7298374518877,-12.4745379658661,0.0183568677792041
"ALB","Albania","RCP45","Full Adaptation",125263.909660553,191781.330221161,10608.2227540291,17067.0323222336,6683886.52732371,8355664.68031895,18238.349411467,17422.627063225,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,62.4897029363353,42.4666199407022,46.1842517157794,0.533761232349166
"ALB","Albania","RCP45","Imperfect Full Adaptation",119582.752991995,142598.975154413,9809.98902688,14378.7031038672,5393037.03322398,3603269.36824358,18238.349411467,17422.627063225,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,20.8191907165619,20.0258598954096,-36.9599838576851,0.262516046213094
"ALB","Albania","RCP45","Imperfect Productivity Only",114890.297612491,86704.6225520771,11655.4891136951,13366.7930289968,6438014.06009851,3462786.63799374,18238.349411467,17422.627063225,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-26.5381653915571,11.5789661807408,-39.4177611364854,0.0170731707317073
"ALB","Albania","RCP45","No Adaptation",118026.759084114,98549.425923893,11979.6709779016,13084.2028975513,5715844.6154409,4239590.08674231,18238.349411467,17422.627063225,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-16.5024722455863,9.22005221752129,-25.8274083363044,-0.145186136071887
"ALB","Albania","RCP45","Productivity Only",116140.451587992,96465.0774636266,13001.4325268681,15351.6267416834,7691437.34699792,5504506.43799197,18238.349411467,17422.627063225,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-18.2684687674267,28.1473153144355,-3.69740942358748,0.183183568677792
"ALB","Albania","RCP45","Range Shift Only",119936.551754095,129273.024774611,11267.9571358152,13326.3030109865,5173606.01026294,5157666.9234619,18238.349411467,17422.627063225,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,9.52857282345783,11.2409767811572,-9.76544552087937,0.0314505776636714
"ALB","Albania","RCP60","Full Adaptation",138523.822001585,222214.857501374,11349.0916479429,18720.9046998696,7234484.97385715,10037898.9829582,19164.5272291014,19174.5477594697,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,71.8712679253412,42.0656219262187,51.4008889693787,0.531707317073171
"ALB","Albania","RCP60","Imperfect Full Adaptation",132317.069547017,172964.896511005,10436.7390879429,14897.6206289838,5832859.89610593,4268388.76037967,19164.5272291014,19174.5477594697,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,33.7790659192892,13.0522148265722,-35.6202075867138,0.270860077021823
"ALB","Albania","RCP60","Imperfect Productivity Only",128515.577712273,119515.994539415,11929.2500252777,17435.1143478514,6858806.14683604,6207312.49239033,19164.5272291014,19174.5477594697,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-7.56079161484349,32.3082619612665,-6.37556414403513,0.0198973042362003
"ALB","Albania","RCP60","No Adaptation",129291.451784659,117716.730547751,13177.6459681374,15197.0467162555,6630013.23921447,5420144.54346746,19164.5272291014,19174.5477594697,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-8.9524257614387,15.3244422638223,-18.2483601780915,-0.165853658536585
"ALB","Albania","RCP60","Productivity Only",129616.238424453,131176.880759256,13336.0344701775,19483.2239902946,8123398.88411778,8347306.72065738,19164.5272291014,19174.5477594697,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,1.45827813716398,47.8505647928602,25.9018107427849,0.162002567394095
"ALB","Albania","RCP60","Range Shift Only",132588.517345248,155972.344726594,12141.5333255564,14748.9768052502,5807953.46146158,5937039.22001475,19164.5272291014,19174.5477594697,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,20.6362389575244,11.9242149994936,-10.4520759491248,0.030808729139923
"ALB","Albania","RCP85","Full Adaptation",126152.757311336,185884.849250909,10666.8210314678,16387.7391431601,6697692.95412582,7845684.10216911,18355.0370987899,16674.786194305,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,57.3607579149741,32.3024113792231,29.5828290927018,0.537740693196406
"ALB","Albania","RCP85","Imperfect Full Adaptation",120620.547386426,138735.220881312,9804.55926414079,14230.7831628562,5388941.32053696,3948290.51295081,18355.0370987899,16674.786194305,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,17.446255546714,14.8887538307286,-34.788267270844,0.27586649550706
"ALB","Albania","RCP85","Imperfect Productivity Only",116020.570217402,71711.9433190844,11643.7706332601,13402.8686391226,6546614.98081689,2684301.84929696,18355.0370987899,16674.786194305,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-39.2922780004805,8.20478803477842,-55.6648695969669,-0.108344030808729
"ALB","Albania","RCP85","No Adaptation",118126.559450957,82101.630893689,12386.5763082635,13773.3688380567,6054570.77693251,4744766.72700815,18355.0370987899,16674.786194305,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-30.4968914058865,11.1959309439529,-21.6333097453352,-0.237997432605905
"ALB","Albania","RCP85","Productivity Only",111076.809370959,80181.6926373976,13545.7247175165,14151.5131978478,7246584.60878111,3686251.386127,18355.0370987899,16674.786194305,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-32.1222145044472,14.2487871197058,-39.1162227358649,-0.0462130937098845
"ALB","Albania","RCP85","Range Shift Only",120996.534139105,123411.397819289,11266.2884962143,12831.6191700412,5180488.59177695,4876122.15568,18355.0370987899,16674.786194305,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,4.47387818022902,3.5929449002052,-19.4637847119124,0.044801026957638
"ARE","United Arab Emirates","RCP26","Full Adaptation",273257.218073593,125119.934544522,30704.6306730168,10537.5854697524,25383513.3860353,8961991.23692316,21274.7657612713,10803.8039057643,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,-63.9036766356543,-34.9934348772411,-43.0230531143068,0.524261874197689
"ARE","United Arab Emirates","RCP26","Imperfect Full Adaptation",187844.815315804,122204.161376567,42867.1929324495,807.697292973741,23302164.8519586,1103943.6495627,21274.7657612713,10803.8039057643,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,-64.7448590700182,-95.0173000422261,-92.9815442770365,0.270089858793325
"ARE","United Arab Emirates","RCP26","Imperfect Productivity Only",188117.543345333,121122.031583665,42828.3561875998,862.423853754397,23460491.9760889,1103982.4072212,21274.7657612713,10803.8039057643,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-65.0570467886976,-94.6796908482088,-92.9812978705191,0.0192554557124519
"ARE","United Arab Emirates","RCP26","No Adaptation",346627.91908638,171094.856065725,16210.0327095473,6863.83631554096,15729153.1518925,5903772.29281025,21274.7657612713,10803.8039057643,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-50.6401975591909,-57.6568632616124,-62.4660511866152,-0.136200256739409
"ARE","United Arab Emirates","RCP26","Productivity Only",268652.413311079,124002.490922801,31667.7147102365,10515.2148658394,26008305.1692814,8853684.7133996,21274.7657612713,10803.8039057643,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-64.2260521744357,-35.1314395581309,-43.7116249813213,0.194736842105263
"ARE","United Arab Emirates","RCP26","Range Shift Only",349838.15843781,172537.404896835,15073.0439650333,6848.42753728923,14665193.3146616,5930718.4641022,21274.7657612713,10803.8039057643,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,-50.2240311883712,-57.7519203076272,-62.2947376325304,0.0183568677792041
"ARE","United Arab Emirates","RCP45","Full Adaptation",397199.728941581,393507.620178857,35777.7821496188,26439.2183807016,30168595.5841524,22977411.0301561,30330.188844693,27163.1165536946,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,-6.07656826837982,-28.4757856007747,-15.353017057807,0.533761232349166
"ARE","United Arab Emirates","RCP45","Imperfect Full Adaptation",285628.148903375,364872.466922077,49097.4861197515,9616.26925387724,25809121.3333384,6903039.0089008,30330.188844693,27163.1165536946,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-12.9112818142452,-73.9857625920959,-74.5697448477184,0.262516046213094
"ARE","United Arab Emirates","RCP45","Imperfect Productivity Only",304164.306838259,286921.256715714,48051.4257141249,16313.6628090711,29974684.3708677,8169037.18136409,30330.188844693,27163.1165536946,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-31.5168812862115,-55.8677605520913,-69.9059067169253,0.0170731707317073
"ARE","United Arab Emirates","RCP45","No Adaptation",418966.399463851,298083.338656036,36965.4089915987,17859.7993344439,27144985.2451892,7288084.2149145,30330.188844693,27163.1165536946,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-28.852686268519,-51.6851028524994,-73.1512684605119,-0.145186136071887
"ARE","United Arab Emirates","RCP45","Productivity Only",347166.864383363,308173.229421008,43315.6209581562,23392.0987195445,32069569.8383627,16564495.5119751,30330.188844693,27163.1165536946,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-26.444404655033,-36.7189506144489,-38.9776956503935,0.183183568677792
"ARE","United Arab Emirates","RCP45","Range Shift Only",483380.747355179,445425.879153636,20469.9783441591,16944.6669293777,17755437.4103787,11332996.4961794,30330.188844693,27163.1165536946,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,6.31541806780822,-54.1607481382696,-58.2501283614147,0.0314505776636714
"ARE","United Arab Emirates","RCP60","Full Adaptation",338417.062359805,256249.865600657,32335.8935808298,17019.5535222375,27185775.1782002,14885071.1635888,25349.3349551454,17536.2925382466,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,-33.7056153367251,-33.1234961392526,-30.5848090112795,0.531707317073171
"ARE","United Arab Emirates","RCP60","Imperfect Full Adaptation",248157.91330165,232904.21578069,44157.9899342912,6350.59675594559,24386886.1285826,4675610.2542541,25349.3349551454,17536.2925382466,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,-39.7453667557206,-75.0460135213224,-78.1957119841127,0.270860077021823
"ARE","United Arab Emirates","RCP60","Imperfect Productivity Only",250815.686714016,175063.965173183,44058.6872463547,10445.0138246793,25727062.2426034,4672047.00845529,25349.3349551454,17536.2925382466,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-54.7092139125031,-58.9574423054611,-78.2123288605082,0.0198973042362003
"ARE","United Arab Emirates","RCP60","No Adaptation",386533.289210257,183535.292852565,25449.2273664248,12212.1510546594,21443535.559828,4777028.18545247,25349.3349551454,17536.2925382466,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-52.5175973258206,-52.0136667458481,-77.7227585809045,-0.165853658536585
"ARE","United Arab Emirates","RCP60","Productivity Only",283377.934983376,191309.266251676,40140.671497278,14254.9227837762,27354559.6673032,9524346.46008709,25349.3349551454,17536.2925382466,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-50.5063932158215,-43.9868150866431,-55.5840666595583,0.162002567394095
"ARE","United Arab Emirates","RCP60","Range Shift Only",407881.515865536,286135.557999068,17755.4275329841,11183.7115765024,15820573.1645687,7547473.41181793,25349.3349551454,17536.2925382466,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,-25.97388996335,-56.0548089909517,-64.80303637075,0.030808729139923
