"sovereign_iso3","sovereign","rcp","scenario","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"FRA","France","RCP26","Range Shift Only",1110180.51665303,1160184.57984522,31427107.9205715,21679415612.2241,0.947342963421658,0.453572956782199,-1.68596580577395,10.5740648940005,0.103814884302689
"FRA","France","RCP45","Full Adaptation",1110180.51665303,1162050.2842455,38952226.1155172,38203807768.0081,1.24070520397289,0.843520621441032,19.2709576295584,89.3145967361044,0.503011750765281
"FRA","France","RCP45","Imperfect Full Adaptation",1110180.51665303,1162050.2842455,31755560.357577,18452103806.1234,1.14996074892929,0.629340706362529,-2.76509274003634,-8.56271154431261,0.288831835686778
"FRA","France","RCP45","Imperfect Productivity Only",1110180.51665303,1162050.2842455,34300842.5252784,21388489839.2739,0.895301328460585,0.476185774003489,5.02851167884549,5.98821335571619,0.135676903327738
"FRA","France","RCP45","No Adaptation",1110180.51665303,1162050.2842455,32658600.9617683,20180064520.4671,0.755335050797472,0.340508870675751,0,0,0
"FRA","France","RCP45","Productivity Only",1110180.51665303,1162050.2842455,39955912.3061749,32147245390.6393,0.935188102010324,0.60485171653336,22.3442251949163,59.3019950854704,0.264342845857608
"FRA","France","RCP45","Range Shift Only",1110180.51665303,1162050.2842455,31373741.3117905,21623759305.8077,0.952377399874711,0.452453836279254,-3.93421522092104,7.15406426910228,0.111944965603502
"FRA","France","RCP60","Full Adaptation",1110180.51665303,1149783.7489149,38669133.9063825,38043750705.3922,1.24896881553093,0.847437543201343,17.7484766645984,89.3805399634465,0.511207662683914
"FRA","France","RCP60","Imperfect Full Adaptation",1110180.51665303,1149783.7489149,31447772.431097,18350399070.8097,1.15916101435479,0.63513380073072,-4.24074903716825,-8.65231686837581,0.298903920213291
"FRA","France","RCP60","Imperfect Productivity Only",1110180.51665303,1149783.7489149,34541796.6572858,23148832644.9607,0.888923283575606,0.478555676245022,5.18063185745169,15.2341276698766,0.142325795727593
"FRA","France","RCP60","No Adaptation",1110180.51665303,1149783.7489149,32840453.6531966,20088521615.1222,0.735541494969728,0.336229880517429,0,0,0
"FRA","France","RCP60","Productivity Only",1110180.51665303,1149783.7489149,40317882.3315757,33833038343.7285,0.924212463355189,0.594088410519733,22.7689567182675,68.4197522940647,0.257858530002304
"FRA","France","RCP60","Range Shift Only",1110180.51665303,1149783.7489149,31289648.4431376,21586921288.6054,0.955029807043631,0.453046311839637,-4.72224052211916,7.45898430054286,0.116816431322208
"FRA","France","RCP85","Full Adaptation",1110180.51665303,1164664.55131608,39114650.6731589,38303899720.269,1.32135859032464,0.841776110068793,4.45398445484047,55.0107338328713,0.545209176788124
"FRA","France","RCP85","Imperfect Full Adaptation",1110180.51665303,1164664.55131608,31976880.6758233,18549625273.1081,1.21023743911138,0.630756064645667,-14.6071218956642,-24.9321597302607,0.334189131364998
"FRA","France","RCP85","Imperfect Productivity Only",1110180.51665303,1164664.55131608,35270504.3465397,20283133843.1,0.778399760567611,0.405121622066423,-5.8116422024968,-17.916883544222,0.108554688785754
"FRA","France","RCP85","No Adaptation",1110180.51665303,1164664.55131608,37446777.0447471,24710482153.8148,0.651740876739884,0.296566933280669,0,0,0
"FRA","France","RCP85","Productivity Only",1110180.51665303,1164664.55131608,38324782.2207874,24103192167.6516,0.793890178115189,0.455054145683157,2.34467488347833,-2.45762094961551,0.158487212402488
"FRA","France","RCP85","Range Shift Only",1110180.51665303,1164664.55131608,31478077.9202379,21607023367.4257,0.991889205764471,0.455284552845528,-15.9391531008847,-12.5592805800834,0.15871761956486
"FSM","Micronesia","RCP26","Full Adaptation",281071.275992288,286685.896746723,11002376.2829643,12417101632.8928,1.23811098047285,0.847898357526085,32.2118974667785,72.2751303340564,0.498140285046575
"FSM","Micronesia","RCP26","Imperfect Full Adaptation",281071.275992288,286685.896746723,8202794.43301356,5842948667.00389,1.15343250917188,0.638820315328659,-1.42974675408412,-18.9348067767411,0.289062242849149
"FSM","Micronesia","RCP26","Imperfect Productivity Only",281071.275992288,286685.896746723,8530159.4026163,6354481881.41231,0.90395704671429,0.47065600210658,2.50408923572373,-11.8377841552167,0.12089792962707
"FSM","Micronesia","RCP26","No Adaptation",281071.275992288,286685.896746723,8321774.73720088,7207715709.64129,0.778544020522817,0.34975807247951,0,0,0
"FSM","Micronesia","RCP26","Productivity Only",281071.275992288,286685.896746723,11103549.60169,11362187736.6773,0.95154550133305,0.614100918337119,33.4276635974499,57.6392326556227,0.264342845857608
"FSM","Micronesia","RCP26","Range Shift Only",281071.275992288,286685.896746723,7759197.17106385,6699872522.99908,0.947342963421658,0.453572956782199,-6.76030755341323,-7.04582709835378,0.103814884302689
"FSM","Micronesia","RCP45","Full Adaptation",281071.275992288,286651.180546951,11009836.6104807,12422060144.9493,1.24070520397289,0.843520621441032,34.0670468529593,63.4392962229299,0.503011750765281
"FSM","Micronesia","RCP45","Imperfect Full Adaptation",281071.275992288,286651.180546951,8207173.3001301,5843517825.52641,1.14996074892929,0.629340706362529,-0.0610521039461243,-23.1157771154003,0.288831835686778
"FSM","Micronesia","RCP45","Imperfect Productivity Only",281071.275992288,286651.180546951,8441422.12390515,5498161401.92167,0.895301328460585,0.476185774003489,2.79140149217758,-27.6596941598672,0.135676903327738
"FSM","Micronesia","RCP45","No Adaptation",281071.275992288,286651.180546951,8212187.01308158,7600412160.36912,0.755335050797472,0.340508870675751,0,0,0
"FSM","Micronesia","RCP45","Productivity Only",281071.275992288,286651.180546951,11022247.943044,10520368086.3838,0.935188102010324,0.60485171653336,34.2181799499469,38.4183892189461,0.264342845857608
"FSM","Micronesia","RCP45","Range Shift Only",281071.275992288,286651.180546951,7746301.79050485,6701467673.42085,0.952377399874711,0.452453836279254,-5.6730956301238,-11.8275755048607,0.111944965603502
"FSM","Micronesia","RCP60","Full Adaptation",281071.275992288,286695.88875058,11005516.1760636,12418985002.3455,1.24896881553093,0.847437543201343,29.4539660091797,78.3525378227187,0.511207662683914
"FSM","Micronesia","RCP60","Imperfect Full Adaptation",281071.275992288,286695.88875058,8207338.12323296,5843441861.73193,1.15916101435479,0.63513380073072,-3.46000556142324,-16.0806873136115,0.298903920213291
"FSM","Micronesia","RCP60","Imperfect Productivity Only",281071.275992288,286695.88875058,8702108.49800932,6743816686.16582,0.888923283575606,0.478555676245022,2.35980209266517,-3.15015113057069,0.142325795727593
"FSM","Micronesia","RCP60","No Adaptation",281071.275992288,286695.88875058,8501490.15541414,6963166969.16861,0.735541494969728,0.336229880517429,0,0,0
"FSM","Micronesia","RCP60","Productivity Only",281071.275992288,286695.88875058,11162015.3704033,11385787633.6885,0.924212463355189,0.594088410519733,31.2948102785823,63.5144997111556,0.257858530002304
