"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 8.5","No Adaptation","BAU","BLZ","Belize",8783.18212399501,4060.51703996807,666767.664697882,593337511.759057,0.635075914146056,0.176358436606292,0,0,0
"RCP 8.5","Productivity Only","Productivity","BLZ","Belize",8783.18212399501,4060.51703996807,549070.61678307,428452416.368637,0.750200349917051,0.322558280613571,-17.6518829790795,-27.7894271173903,0.14619984400728
"RCP 8.5","Range Shift Only","Range","BLZ","Belize",8783.18212399501,4060.51703996807,416307.24001418,503640975.11473,1.20661380718259,0.43781956842014,-37.5633729624828,-15.1172873561298,0.261461131813849
"RCP 2.6","Full Adaptation","Full","BRA","Brazil",687965.96428402,658451.818172466,57910031.8656592,63610654258.0609,1.23910447294919,0.916321740985705,70.2077054342089,143.019046468523,0.59714102837636
"RCP 2.6","No Adaptation","BAU","BRA","Brazil",687965.96428402,658451.818172466,34023155.2490104,26175172350.6577,0.707792446978806,0.319180712609345,0,0,0
"RCP 2.6","Productivity Only","Productivity","BRA","Brazil",687965.96428402,658451.818172466,58617046.3317221,58805118178.0702,0.901259557436331,0.61403883080862,72.2857445251996,124.659908214865,0.294858118199275
"RCP 2.6","Range Shift Only","Range","BRA","Brazil",687965.96428402,658451.818172466,33198294.6846345,26510385497.9852,0.899824575738935,0.445402176232131,-2.42440937161429,1.28065306633644,0.126221463622786
"RCP 4.5","Full Adaptation","Full","BRA","Brazil",687965.96428402,495929.078933685,48330085.1166088,54747311766.3094,1.26886122234363,0.912710892014789,59.2942921500721,129.249774611214,0.592877480770048
"RCP 4.5","No Adaptation","BAU","BRA","Brazil",687965.96428402,495929.078933685,30340123.5940562,23881075503.4135,0.712447666979419,0.319833411244741,0,0,0
"RCP 4.5","Productivity Only","Productivity","BRA","Brazil",687965.96428402,495929.078933685,48500180.147572,43940318980.1805,0.934476054141834,0.648633717224087,59.8549195003064,83.9963990478559,0.328800305979346
"RCP 4.5","Range Shift Only","Range","BRA","Brazil",687965.96428402,495929.078933685,29566683.1100169,25014780334.9292,0.91105516126214,0.44728230844418,-2.54923313559225,4.747293861843,0.127448897199439
"RCP 6.0","Full Adaptation","Full","BRA","Brazil",687965.96428402,464333.573609963,47084265.3304926,53317618945.2725,1.39387991323761,0.914106988783434,58.063928308442,127.998622984646,0.622131147540984
"RCP 6.0","No Adaptation","BAU","BRA","Brazil",687965.96428402,464333.573609963,29788115.3748207,23385061825.0721,0.670325088488959,0.29197584124245,0,0,0
"RCP 6.0","Productivity Only","Productivity","BRA","Brazil",687965.96428402,464333.573609963,47283236.014649,40306013580.6964,0.873213871633628,0.586238136324418,58.7318815564162,72.3579517650993,0.294262295081967
"RCP 6.0","Range Shift Only","Range","BRA","Brazil",687965.96428402,464333.573609963,28474547.9537298,24514822976.7956,0.955571243417421,0.454961173425367,-4.40970301263581,4.83112321949161,0.162985332182916
"RCP 8.5","Full Adaptation","Full","BRA","Brazil",687965.96428402,300662.627695702,42632961.4639947,47270595382.5386,2.26935227392557,0.912054489376285,3.35740017988344,75.0405946565979,0.711660383824537
"RCP 8.5","No Adaptation","BAU","BRA","Brazil",687965.96428402,300662.627695702,41248097.7557449,27005504337.5944,0.650406198147815,0.200394105551748,0,0,0
"RCP 8.5","Productivity Only","Productivity","BRA","Brazil",687965.96428402,300662.627695702,37776530.8407891,19637795720.5464,0.801172487903463,0.365147361206306,-8.41630791197458,-27.2822478149074,0.164753255654558
"RCP 8.5","Range Shift Only","Range","BRA","Brazil",687965.96428402,300662.627695702,27455560.3993364,22208088878.8894,1.19019959313131,0.473954763536669,-33.4379961909577,-17.7645838371792,0.273560657984921
"RCP 2.6","Full Adaptation","Full","BRB","Barbados",9531.84539694715,9543.29820508794,820856.572593711,1036961215.23974,1.2628721235759,0.920798302820775,33.643569071842,67.1234484626346,0.649563919226841
"RCP 2.6","No Adaptation","BAU","BRB","Barbados",9531.84539694715,9543.29820508794,614213.29757547,620476195.757524,0.636418456140659,0.271234383593934,0,0,0
"RCP 2.6","Productivity Only","Productivity","BRB","Barbados",9531.84539694715,9543.29820508794,823329.951961241,830468335.822627,0.813527747303734,0.529347057436945,34.0462596969543,33.843706092339,0.258112673843011
"RCP 2.6","Range Shift Only","Range","BRB","Barbados",9531.84539694715,9543.29820508794,583181.053389887,692176174.588624,0.849114333840911,0.419187554019015,-5.0523562918742,11.5556373187795,0.147953170425081
"RCP 4.5","Full Adaptation","Full","BRB","Barbados",9531.84539694715,9539.97987599004,824247.175449513,1043728701.88649,1.29492320985287,0.916869647206726,38.7598816597833,56.0117386143813,0.628506325135539
"RCP 4.5","No Adaptation","BAU","BRB","Barbados",9531.84539694715,9539.97987599004,594009.713463459,669006519.096811,0.676526641187049,0.288363322071187,0,0,0
"RCP 4.5","Productivity Only","Productivity","BRB","Barbados",9531.84539694715,9539.97987599004,840062.879161932,969742020.681053,0.873886583393951,0.60446295277756,41.4224145029254,44.952551731521,0.316099630706372
"RCP 4.5","Range Shift Only","Range","BRB","Barbados",9531.84539694715,9539.97987599004,584014.170236463,695490571.795791,0.867485150463052,0.417144653099709,-1.68272386805186,3.95871369605415,0.128781331028522
"RCP 6.0","Full Adaptation","Full","BRB","Barbados",9531.84539694715,9309.1187282488,821245.948560693,1039962779.54043,1.363623239598,0.917800632911392,31.763158216974,72.3824686836344,0.670648734177215
"RCP 6.0","No Adaptation","BAU","BRB","Barbados",9531.84539694715,9309.1187282488,623274.335310292,603288018.486976,0.61433068674584,0.247151898734177,0,0,0
"RCP 6.0","Productivity Only","Productivity","BRB","Barbados",9531.84539694715,9309.1187282488,824464.415707072,804789190.976697,0.814088376928278,0.520806962025317,32.2795387197549,33.4004930174277,0.273655063291139
"RCP 6.0","Range Shift Only","Range","BRB","Barbados",9531.84539694715,9309.1187282488,584231.605584434,695805068.967453,0.898008227881627,0.423338607594937,-6.26413242355313,15.3354695676712,0.176186708860759
"RCP 8.5","Full Adaptation","Full","BRB","Barbados",9531.84539694715,6566.94382652258,778656.351983494,949391699.757247,1.49097264885969,0.913847692051325,0.327590375639175,44.2052252545266,0.741459756707215
"RCP 8.5","No Adaptation","BAU","BRB","Barbados",9531.84539694715,6566.94382652258,776113.877616423,658361510.882523,0.556794918964327,0.172387935344109,0,0,0
"RCP 8.5","Productivity Only","Productivity","BRB","Barbados",9531.84539694715,6566.94382652258,690383.720291994,501455471.588769,0.72724496712951,0.312031328111981,-11.0460796794048,-23.8328086773213,0.139643392767872
"RCP 8.5","Range Shift Only","Range","BRB","Barbados",9531.84539694715,6566.94382652258,567958.962709093,658447179.932945,1.02572269417653,0.453007832027995,-26.8201511286731,0.013012463366401,0.280619896683886
"RCP 2.6","Full Adaptation","Full","BRN","Brunei",12496.5671848362,13464.9775371519,1143734.206782,1164764178.29203,1.20098757304696,0.931592861863847,35.5272555378561,145.898746219373,0.584655210398766
"RCP 2.6","No Adaptation","BAU","BRN","Brunei",12496.5671848362,13464.9775371519,843914.533827869,473676338.818301,0.749662673744396,0.34693765146508,0,0,0
"RCP 2.6","Productivity Only","Productivity","BRN","Brunei",12496.5671848362,13464.9775371519,1118058.41042045,976639041.810982,1.08730514666596,0.817415730337079,32.4847914810886,106.182779627001,0.470478078871998
"RCP 2.6","Range Shift Only","Range","BRN","Brunei",12496.5671848362,13464.9775371519,797843.960688919,557564941.768813,0.835606754083834,0.397279136373651,-5.45915152450097,17.7101104859476,0.0503414849085702
"RCP 4.5","Full Adaptation","Full","BRN","Brunei",12496.5671848362,11497.9064117235,1069371.672127,1083303320.04145,1.20333244506724,0.925699493280458,34.9046743857277,126.671158681231,0.577935668649482
"RCP 4.5","No Adaptation","BAU","BRN","Brunei",12496.5671848362,11497.9064117235,792686.893168275,477918464.062253,0.754149303683124,0.347763824630976,0,0,0
"RCP 4.5","Productivity Only","Productivity","BRN","Brunei",12496.5671848362,11497.9064117235,1043472.23532562,891890965.922614,1.10262669069186,0.83019387530293,31.6373771685541,86.6199012989877,0.482430050671954
"RCP 4.5","Range Shift Only","Range","BRN","Brunei",12496.5671848362,11497.9064117235,745981.923925536,520501231.65768,0.838220385501291,0.397224058162591,-5.89198202282179,8.9100486374766,0.0494602335316149
"RCP 6.0","Full Adaptation","Full","BRN","Brunei",12496.5671848362,10942.6813430274,1074694.09053076,1086592573.27584,1.22638242113523,0.928744760644165,31.831510750954,144.447737470433,0.605779836752702
"RCP 6.0","No Adaptation","BAU","BRN","Brunei",12496.5671848362,10942.6813430274,815202.74205231,444509155.421114,0.711169887764648,0.322964923891463,0,0,0
"RCP 6.0","Productivity Only","Productivity","BRN","Brunei",12496.5671848362,10942.6813430274,1043197.97870456,893231623.056078,1.08379509473492,0.805923229649239,27.9679182724854,100.947857240389,0.482958305757776
"RCP 6.0","Range Shift Only","Range","BRN","Brunei",12496.5671848362,10942.6813430274,752492.86315556,520026951.958386,0.851106965456198,0.39714317229208,-7.69255004452935,16.9890306231665,0.0741782484006177
"RCP 8.5","Full Adaptation","Full","BRN","Brunei",12496.5671848362,181.67653960172,892488.891786951,908181072.859085,1.87488487061203,0.926592402170808,0.374843353581668,60.8921475547826,0.756526706655241
"RCP 8.5","No Adaptation","BAU","BRN","Brunei",12496.5671848362,181.67653960172,889155.949806127,564465753.40158,0.51762234651332,0.170065695515567,0,0,0
"RCP 8.5","Productivity Only","Productivity","BRN","Brunei",12496.5671848362,181.67653960172,825963.721141271,477791311.172045,0.708894336173631,0.352127963439017,-7.1069904754767,-15.355128580825,0.18206226792345
"RCP 8.5","Range Shift Only","Range","BRN","Brunei",12496.5671848362,181.67653960172,633418.9281857,448337940.412032,1.11358303893728,0.406055412739217,-28.7617736434411,-20.5730484603787,0.23598971722365
"RCP 2.6","Full Adaptation","Full","CAN","Canada",2110513.31629127,2258764.05417025,181823843.166173,290004347526.953,1.21411931879171,0.899592301128283,28.8435101949878,135.023496405481,0.456433108940931
"RCP 2.6","No Adaptation","BAU","CAN","Canada",2110513.31629127,2258764.05417025,141119908.089283,123393767841.244,0.962593285903978,0.443159192187352,0,0,0
"RCP 2.6","Productivity Only","Productivity","CAN","Canada",2110513.31629127,2258764.05417025,164335379.339045,165393692969.726,0.980070711435089,0.686830378306628,16.4508831986154,34.0373147390379,0.243671186119276
"RCP 2.6","Range Shift Only","Range","CAN","Canada",2110513.31629127,2258764.05417025,155367635.539653,228941939032.964,1.1541704157459,0.557030435194842,10.096185324437,85.537683983778,0.11387124300749
"RCP 4.5","Full Adaptation","Full","CAN","Canada",2110513.31629127,2331484.32328274,186996978.44605,296668689858.363,1.2175419176635,0.897516844932385,33.2520699589953,158.982797989389,0.476982518965274
"RCP 4.5","No Adaptation","BAU","CAN","Canada",2110513.31629127,2331484.32328274,140333263.493463,114551503868.809,0.934501419426159,0.420534325967111,0,0,0
"RCP 4.5","Productivity Only","Productivity","CAN","Canada",2110513.31629127,2331484.32328274,162797029.414217,154867154792.457,0.955357814613523,0.667483390661075,16.0074421142507,35.1943445193177,0.246949064693964
"RCP 4.5","Range Shift Only","Range","CAN","Canada",2110513.31629127,2331484.32328274,159156666.57593,234365933018.059,1.15900897702768,0.558309381331574,13.4133580406221,104.59437467226,0.137775055364463
"RCP 6.0","Full Adaptation","Full","CAN","Canada",2110513.31629127,2358427.61805481,185783295.513208,294645248429.529,1.28071754363229,0.899074733096085,30.4778961578897,154.74982012703,0.514685646500593
"RCP 6.0","No Adaptation","BAU","CAN","Canada",2110513.31629127,2358427.61805481,142386795.759179,115660630607.16,0.849049158946435,0.384389086595492,0,0,0
"RCP 6.0","Productivity Only","Productivity","CAN","Canada",2110513.31629127,2358427.61805481,166809378.438621,158349257901.842,0.89601270266556,0.605931198102017,17.1522805532814,36.9085202722721,0.221542111506524
"RCP 6.0","Range Shift Only","Range","CAN","Canada",2110513.31629127,2358427.61805481,158437228.282579,232478275191.348,1.17746203465266,0.56,11.2724164047813,101.000352471669,0.175610913404508
"RCP 8.5","Full Adaptation","Full","CAN","Canada",2110513.31629127,2427596.17395472,190501975.642353,300355017173.977,1.60692343422762,0.898576009053187,29.8809693484363,181.5039067864,0.599066390041494
"RCP 8.5","No Adaptation","BAU","CAN","Canada",2110513.31629127,2427596.17395472,146674279.22507,106696571497.987,0.734103157989308,0.299509619011694,0,0,0
"RCP 8.5","Productivity Only","Productivity","CAN","Canada",2110513.31629127,2427596.17395472,165853664.915938,138431478482.613,0.741668778104809,0.417719728404376,13.0761751768604,29.7431365779404,0.118210109392682
"RCP 8.5","Range Shift Only","Range","CAN","Canada",2110513.31629127,2427596.17395472,163298050.920602,238846406362.592,1.28972119321912,0.572425499811392,11.3338015249577,123.855746261818,0.272915880799698
"RCP 2.6","Full Adaptation","Full","CHL","Chile",3556265.32921919,3573775.7114157,303704789.97802,329960772494.748,1.2009771521682,0.909764190069913,6.41522310284356,12.6091168692566,0.498281786941581
"RCP 2.6","No Adaptation","BAU","CHL","Chile",3556265.32921919,3573775.7114157,285395999.860385,293014261782.946,0.813187585802257,0.411482403128333,0,0,0
"RCP 2.6","Productivity Only","Productivity","CHL","Chile",3556265.32921919,3573775.7114157,302916681.230436,321767403080.054,1.08017580735901,0.79802109254651,6.13907741475771,9.81288116221696,0.386538689418177
"RCP 2.6","Range Shift Only","Range","CHL","Chile",3556265.32921919,3573775.7114157,282950339.752063,295253066908.534,0.889416264523879,0.465339495200853,-0.856935664662011,0.764060121839932,0.0538570920725204
"RCP 4.5","Full Adaptation","Full","CHL","Chile",3556265.32921919,3581166.84893627,303052470.052237,328263007141.76,1.20913864865449,0.908032389621136,5.32248982217358,10.7742067427421,0.513150895442993
"RCP 4.5","No Adaptation","BAU","CHL","Chile",3556265.32921919,3581166.84893627,287737662.263692,296335236147.622,0.79322214972677,0.394881494178143,0,0,0
"RCP 4.5","Productivity Only","Productivity","CHL","Chile",3556265.32921919,3581166.84893627,300472342.464647,309523673419.193,1.05093670406161,0.772918021159643,4.42579539319571,4.45051268388515,0.3780365269815
"RCP 4.5","Range Shift Only","Range","CHL","Chile",3556265.32921919,3581166.84893627,283459996.948496,294056481502.465,0.893883014047506,0.464152727702583,-1.48665464282372,-0.76897863203211,0.06927123352444
"RCP 6.0","Full Adaptation","Full","CHL","Chile",3556265.32921919,3282436.0003028,295366661.78935,318751392747.753,1.26386556922716,0.909907779616931,4.71002633762769,11.8928646266329,0.521636320643178
"RCP 6.0","No Adaptation","BAU","CHL","Chile",3556265.32921919,3282436.0003028,282080591.63023,284871956591.129,0.772937009211343,0.388271458973753,0,0,0
"RCP 6.0","Productivity Only","Productivity","CHL","Chile",3556265.32921919,3282436.0003028,294654510.440516,300896070151.898,1.05144211795455,0.763301016788839,4.45756254892161,5.62502316918736,0.375029557815086
"RCP 6.0","Range Shift Only","Range","CHL","Chile",3556265.32921919,3282436.0003028,278483164.198878,286874466150.171,0.908335040716099,0.466658784582644,-1.27531901807268,0.702950751279299,0.078387325608891
"RCP 8.5","Full Adaptation","Full","CHL","Chile",3556265.32921919,2992841.93424735,293314479.522599,314747817080.893,1.51488785120514,0.906217008797654,0.722024127634856,8.76230382043228,0.643695014662757
"RCP 8.5","No Adaptation","BAU","CHL","Chile",3556265.32921919,2992841.93424735,291211859.63351,289390538840.135,0.601365332296879,0.262521994134897,0,0,0
"RCP 8.5","Productivity Only","Productivity","CHL","Chile",3556265.32921919,2992841.93424735,291291264.317962,291682995058.419,0.79257002453407,0.472140762463343,0.0272669816919456,0.792166954549549,0.209618768328446
"RCP 8.5","Range Shift Only","Range","CHL","Chile",3556265.32921919,2992841.93424735,281208746.203529,283388977164.943,1.01023217052814,0.469090909090909,-3.43499521021229,-2.07386243491079,0.206568914956012
"RCP 2.6","Full Adaptation","Full","CHN","China",1118421.40015809,1072619.64455111,92691388.7474863,107728693394.603,1.20344366991856,0.930658203634467,16.6562129425725,107.835524059625,0.594470046082949
"RCP 2.6","No Adaptation","BAU","CHN","China",1118421.40015809,1072619.64455111,79456881.386263,51833628481.9612,0.732535135025598,0.336188157551517,0,0,0
"RCP 2.6","Productivity Only","Productivity","CHN","China",1118421.40015809,1072619.64455111,89152251.6444761,72586985175.0596,1.00826096617171,0.745413442309364,12.2020523446938,40.0384022899745,0.409225284757847
"RCP 2.6","Range Shift Only","Range","CHN","China",1118421.40015809,1072619.64455111,73687277.8661281,68336195571.1187,0.921875069191284,0.444265716024694,-7.26130124851899,31.8375687222063,0.108077558473176
"RCP 4.5","Full Adaptation","Full","CHN","China",1118421.40015809,912409.410562694,86932621.7267781,100673258515.535,1.22662496767657,0.926276735050196,11.8462338489001,123.404087696521,0.602880838061982
"RCP 4.5","No Adaptation","BAU","CHN","China",1118421.40015809,912409.410562694,77725122.013693,45063301908.9127,0.70698316863843,0.323395896988215,0,0,0
"RCP 4.5","Productivity Only","Productivity","CHN","China",1118421.40015809,912409.410562694,88046059.6592316,58786501550.2959,0.996219660754254,0.730292448712353,13.2787667335154,30.4531604655205,0.406896551724138
"RCP 4.5","Range Shift Only","Range","CHN","China",1118421.40015809,912409.410562694,70552999.1134358,64673993783.2253,0.927286355437934,0.448886948930598,-9.22754794645889,43.5180979723857,0.125491051942383
"RCP 6.0","Full Adaptation","Full","CHN","China",1118421.40015809,858493.339869433,87909909.2585959,101795364595.502,1.25456060596215,0.928658536585366,10.5342877482288,121.80652970782,0.619991289198606
"RCP 6.0","No Adaptation","BAU","CHN","China",1118421.40015809,858493.339869433,79531800.5385207,45893763691.0847,0.683064705901495,0.30866724738676,0,0,0
"RCP 6.0","Productivity Only","Productivity","CHN","China",1118421.40015809,858493.339869433,88240002.7595505,60956148512.8651,0.98290798003574,0.708057491289199,10.9493336779317,32.8201123864382,0.399390243902439
"RCP 6.0","Range Shift Only","Range","CHN","China",1118421.40015809,858493.339869433,71090793.2098158,65699722759.5171,0.939974702739454,0.449433797909408,-10.6133738599524,43.1561011246499,0.140766550522648
"RCP 8.5","Full Adaptation","Full","CHN","China",1118421.40015809,561143.310441674,75354765.2718382,87157447393.5588,1.94993158495102,0.928948862395738,-7.80767281549328,98.6794854713867,0.75466177562339
"RCP 8.5","No Adaptation","BAU","CHN","China",1118421.40015809,561143.310441674,81736482.3875515,43868367781.7915,0.529929574272574,0.174287086772348,0,0,0
"RCP 8.5","Productivity Only","Productivity","CHN","China",1118421.40015809,561143.310441674,78066278.4477793,36860246067.2139,0.666697322818242,0.313332459932748,-4.49028858664361,-15.9753418441212,0.1390453731604
"RCP 8.5","Range Shift Only","Range","CHN","China",1118421.40015809,561143.310441674,63498410.9014921,55964574928.6696,1.21573610839398,0.462116249617887,-22.3132571323342,27.5738710112185,0.287829162845539
"RCP 2.6","Full Adaptation","Full","CIV","Ivory Coast",66930.6467057879,90499.9815798524,6934241.39149061,3557560069.38019,1.32001156904656,0.928604868913858,23.7416178786116,344.744156535836,0.662765293383271
"RCP 2.6","No Adaptation","BAU","CIV","Ivory Coast",66930.6467057879,90499.9815798524,5603806.95708454,799911593.463181,0.634016653008385,0.265839575530587,0,0,0
"RCP 2.6","Productivity Only","Productivity","CIV","Ivory Coast",66930.6467057879,90499.9815798524,6211094.69896331,1200901168.62738,0.796906136920401,0.519740948813982,10.8370567817474,50.1292365857752,0.253901373283396
"RCP 2.6","Range Shift Only","Range","CIV","Ivory Coast",66930.6467057879,90499.9815798524,6021635.28721421,1876813655.89242,0.838497678747235,0.426029962546816,7.45615138653968,134.627635257396,0.16019038701623
"RCP 4.5","Full Adaptation","Full","CIV","Ivory Coast",66930.6467057879,10143.6243197105,3837887.37491236,2223994014.46853,1.22059925716446,0.915502732714496,10.3805680324934,127.131071720479,0.634510280211677
"RCP 4.5","No Adaptation","BAU","CIV","Ivory Coast",66930.6467057879,10143.6243197105,3476959.25408046,979167666.326826,0.754512959900941,0.280992452502819,0,0,0
"RCP 4.5","Productivity Only","Productivity","CIV","Ivory Coast",66930.6467057879,10143.6243197105,4186046.72675337,1479114715.02852,1.01592400082504,0.568664873774616,20.3938965301577,51.0583698680699,0.287672421271797
"RCP 4.5","Range Shift Only","Range","CIV","Ivory Coast",66930.6467057879,10143.6243197105,3356531.54513336,1304395659.75911,0.861155925223578,0.44426129955756,-3.46359275869486,33.2147398874307,0.163268847054741
"RCP 6.0","Full Adaptation","Full","CIV","Ivory Coast",66930.6467057879,9178.87536277496,3462090.27221605,2048391002.79292,1.19378199359661,0.912605499591615,10.0094740842443,85.3000749268978,0.634268082403122
"RCP 6.0","No Adaptation","BAU","CIV","Ivory Coast",66930.6467057879,9178.87536277496,3147083.74077382,1105445318.14195,0.840978810734493,0.278337417188493,0,0,0
"RCP 6.0","Productivity Only","Productivity","CIV","Ivory Coast",66930.6467057879,9178.87536277496,3920329.46172044,1655373452.27719,1.07168128223064,0.547871857700336,24.5702302397739,49.7472036934007,0.269534440511843
"RCP 6.0","Range Shift Only","Range","CIV","Ivory Coast",66930.6467057879,9178.87536277496,2950536.12558342,1239802629.90376,0.989568644386173,0.448679553498503,-6.24538879102335,12.1541345878273,0.17034213631001
"RCP 8.5","Full Adaptation","Full","CIV","Ivory Coast",66930.6467057879,8574.15845385692,2936020.5037616,1773265221.34273,1.58087901801933,0.906385437734759,-2.11602982713052,60.0474322002844,0.694693248579409
"RCP 8.5","No Adaptation","BAU","CIV","Ivory Coast",66930.6467057879,8574.15845385692,2999490.61994155,1107962306.52652,0.564530988444891,0.21169218915535,0,0,0
"RCP 8.5","Productivity Only","Productivity","CIV","Ivory Coast",66930.6467057879,8574.15845385692,3109599.18344111,900368027.9567,0.732272153487351,0.365404988924203,3.67090874588933,-18.7365831262463,0.153712799768853
"RCP 8.5","Range Shift Only","Range","CIV","Ivory Coast",66930.6467057879,8574.15845385692,2523287.10887979,1069578860.36636,1.00524306945058,0.4598863526919,-15.8761460327899,-3.46432779653754,0.24819416353655
"RCP 2.6","Full Adaptation","Full","CMR","Cameroon",28399.2313333056,1973.86983333269,1025139.40149312,560096683.625456,1.19756383063181,0.920179715132396,7.74159092732563,131.456319915511,0.620973138323296
"RCP 2.6","No Adaptation","BAU","CMR","Cameroon",28399.2313333056,1973.86983333269,951479.732821655,241988070.937061,0.845067913227072,0.2992065768091,0,0,0
"RCP 2.6","Productivity Only","Productivity","CMR","Cameroon",28399.2313333056,1973.86983333269,1109047.85339703,342936934.004114,1.06308894516902,0.562565720294427,16.5603233721118,41.7164625826989,0.263359143485327
"RCP 2.6","Range Shift Only","Range","CMR","Cameroon",28399.2313333056,1973.86983333269,931246.018895053,315932913.945922,0.974241288526614,0.442022751171016,-2.12655227732468,30.5572265287795,0.142816174361916
"RCP 4.5","Full Adaptation","Full","CMR","Cameroon",28399.2313333056,1961.20001568816,514904.680638613,341917768.536387,1.18724590513271,0.91203007518797,5.26212613040753,47.1583311189569,0.602470461868958
"RCP 4.5","No Adaptation","BAU","CMR","Cameroon",28399.2313333056,1961.20001568816,489164.241277728,232346864.724903,0.876236567036168,0.309559613319012,0,0,0
"RCP 4.5","Productivity Only","Productivity","CMR","Cameroon",28399.2313333056,1961.20001568816,633705.138382707,351080782.89209,1.10069561908585,0.612781954887218,29.5485411459001,51.1020100519833,0.303222341568206
"RCP 4.5","Range Shift Only","Range","CMR","Cameroon",28399.2313333056,1961.20001568816,432138.846603951,201955466.607045,0.964522861270624,0.449409237379162,-11.6577194041868,-13.080184298523,0.13984962406015
"RCP 6.0","Full Adaptation","Full","CMR","Cameroon",28399.2313333056,1961.1869039783,478039.919016831,307877751.228002,1.19439460727265,0.916658217580858,16.8051933483445,68.1240967308856,0.629118929331846
"RCP 6.0","No Adaptation","BAU","CMR","Cameroon",28399.2313333056,1961.1869039783,409262.555296825,183125296.857843,0.849651338840677,0.287539288249011,0,0,0
"RCP 6.0","Productivity Only","Productivity","CMR","Cameroon",28399.2313333056,1961.1869039783,547741.110557159,309069783.465295,1.08731438699867,0.564229950319375,33.8361165633393,68.7750347813607,0.276690662070364
"RCP 6.0","Range Shift Only","Range","CMR","Cameroon",28399.2313333056,1961.1869039783,376075.161850612,165524138.838411,0.982361878573768,0.45239785055257,-8.109071552403,-9.61153828632214,0.164858562303559
"RCP 8.5","Full Adaptation","Full","CMR","Cameroon",28399.2313333056,492.468912873429,481477.794564018,328073678.255937,1.40395359847863,0.908202247191011,-11.2572214579345,30.5410192447714,0.690674157303371
"RCP 8.5","No Adaptation","BAU","CMR","Cameroon",28399.2313333056,492.468912873429,542554.337912453,251318459.250561,0.592050804631477,0.21752808988764,0,0,0
"RCP 8.5","Productivity Only","Productivity","CMR","Cameroon",28399.2313333056,492.468912873429,524826.070085115,175911195.824865,0.796303421781713,0.38314606741573,-3.2675561853489,-30.0046656543104,0.16561797752809
"RCP 8.5","Range Shift Only","Range","CMR","Cameroon",28399.2313333056,492.468912873429,410658.699093864,200997801.166341,1.07978270739032,0.454044943820225,-24.3101251989015,-20.0226669518338,0.236516853932584
"RCP 2.6","Full Adaptation","Full","COD","Democratic Republic of the Congo",10528.3109740609,1460.7490504489,172730.167803164,106341879.607887,1.2982914725051,0.909332244231162,28.6419499518512,65.6342360840606,0.607208494996937
"RCP 2.6","No Adaptation","BAU","COD","Democratic Republic of the Congo",10528.3109740609,1460.7490504489,134272.03790662,64202837.6029206,0.68362661067342,0.302123749234225,0,0,0
"RCP 2.6","Productivity Only","Productivity","COD","Democratic Republic of the Congo",10528.3109740609,1460.7490504489,180471.681089028,97176310.0344403,0.889508821783049,0.634776393710435,34.4074938480777,51.3582789524863,0.33265264447621
"RCP 2.6","Range Shift Only","Range","COD","Democratic Republic of the Congo",10528.3109740609,1460.7490504489,132426.950983227,67328100.1605988,0.80400394888429,0.401980804574229,-1.37414085029084,4.8677950607219,0.0998570553400041
"RCP 4.5","Full Adaptation","Full","COD","Democratic Republic of the Congo",10528.3109740609,1461.23165791887,186400.474142093,119730024.848865,1.20367377027916,0.896268304204062,7.93022918151183,36.6763892686532,0.596976854038734
"RCP 4.5","No Adaptation","BAU","COD","Democratic Republic of the Congo",10528.3109740609,1461.23165791887,172704.603293868,87601103.2260458,0.797975971590168,0.299291450165328,0,0,0
"RCP 4.5","Productivity Only","Productivity","COD","Democratic Republic of the Congo",10528.3109740609,1461.23165791887,213469.580702216,128109741.537838,1.07640566744025,0.642701936702881,23.6038742632604,46.2421554295542,0.343410486537553
"RCP 4.5","Range Shift Only","Range","COD","Democratic Republic of the Congo",10528.3109740609,1461.23165791887,162108.523866084,79975816.0245564,0.866696824162865,0.40434577231932,-6.13537753232557,-8.70455613077515,0.105054322153991
"RCP 6.0","Full Adaptation","Full","COD","Democratic Republic of the Congo",10528.3109740609,1460.27618574658,238084.953094054,139901211.930202,1.49883447748364,0.89961915125136,5.33941505531736,44.0362902796539,0.621146173376859
"RCP 6.0","No Adaptation","BAU","COD","Democratic Republic of the Congo",10528.3109740609,1460.27618574658,226016.969022495,97129141.3147177,0.68435194425184,0.278472977874501,0,0,0
"RCP 6.0","Productivity Only","Productivity","COD","Democratic Republic of the Congo",10528.3109740609,1460.27618574658,271660.427296162,145159907.053592,0.901807697173109,0.603645266594124,20.194704172466,49.4504173399878,0.325172288719623
"RCP 6.0","Range Shift Only","Range","COD","Democratic Republic of the Congo",10528.3109740609,1460.27618574658,211981.16711444,87680142.4707895,0.894526887615018,0.407961552412042,-6.2100655401046,-9.72828413391566,0.129488574537541
"RCP 8.5","Full Adaptation","Full","COD","Democratic Republic of the Congo",10528.3109740609,99.8996140325675,182202.234612301,115762146.989904,1.42808715697456,0.893899204244032,-16.2092311848137,23.4461634958804,0.685234305923961
"RCP 8.5","No Adaptation","BAU","COD","Democratic Republic of the Congo",10528.3109740609,99.8996140325675,217449.054578049,93775410.8443939,0.664908311822785,0.208664898320071,0,0,0
