"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 6.0","Full Adaptation","Full","PRK","North Korea",127217.807964422,144177.42374884,11872399.4477628,12359023041.7806,1.24798455666878,0.927781558353181,10.0369674496241,140.413570446776,0.547294998298741
"RCP 6.0","No Adaptation","BAU","PRK","North Korea",127217.807964422,144177.42374884,10789464.416309,5140734368.2027,0.763964465636335,0.38048656005444,0,0,0
"RCP 6.0","Productivity Only","Productivity","PRK","North Korea",127217.807964422,144177.42374884,11758834.4865332,6774962857.64719,0.913666986178215,0.651752296699558,8.98441324630444,31.789786680144,0.271265736645117
"RCP 6.0","Range Shift Only","Range","PRK","North Korea",127217.807964422,144177.42374884,10041705.1452329,7709535180.84803,1.10329000481741,0.560905069751616,-6.93045773380447,49.9695302004766,0.180418509697176
"RCP 8.5","Full Adaptation","Full","PRK","North Korea",127217.807964422,127954.841652904,11250080.9402237,11842828488.7967,1.62172451107052,0.926233635448137,-0.277778598254075,193.485475198406,0.662890231621349
"RCP 8.5","No Adaptation","BAU","PRK","North Korea",127217.807964422,127954.841652904,11281418.3058569,4035234956.95674,0.590252031046838,0.263343403826788,0,0,0
"RCP 8.5","Productivity Only","Productivity","PRK","North Korea",127217.807964422,127954.841652904,11654551.5297944,4348581787.8822,0.663333006514459,0.363544813695871,3.30750277865175,7.76526854738059,0.100201409869084
"RCP 8.5","Range Shift Only","Range","PRK","North Korea",127217.807964422,127954.841652904,10298882.3886633,7521949609.99461,1.26753888750418,0.569738167170191,-8.70932971861773,86.4067319556396,0.306394763343404
"RCP 2.6","Full Adaptation","Full","PRT","Portugal",452357.132685911,532897.464971852,42088463.0397856,25522961445.5602,1.22945610481448,0.915724583067617,29.2768154579331,69.719560306194,0.596710920439832
"RCP 2.6","No Adaptation","BAU","PRT","Portugal",452357.132685911,532897.464971852,32556853.2073574,15038314617.074,0.724943703242433,0.319013662627785,0,0,0
"RCP 2.6","Productivity Only","Productivity","PRT","Portugal",452357.132685911,532897.464971852,38503150.4581996,19720251174.7734,0.880435050626813,0.605638974240053,18.264348869867,31.1333861334675,0.286625311612267
"RCP 2.6","Range Shift Only","Range","PRT","Portugal",452357.132685911,532897.464971852,34349099.9382661,17976189373.5612,0.911996772961222,0.446963108972501,5.50497531040161,19.5359309290656,0.127949446344716
"RCP 4.5","Full Adaptation","Full","PRT","Portugal",452357.132685911,536612.280044535,42573750.4565251,25625623539.2225,1.26403674575869,0.913826992312932,30.9495686370529,104.540183808127,0.631351561739807
"RCP 4.5","No Adaptation","BAU","PRT","Portugal",452357.132685911,536612.280044535,32511562.1988224,12528405451.743,0.65007339870857,0.282475430573124,0,0,0
"RCP 4.5","Productivity Only","Productivity","PRT","Portugal",452357.132685911,536612.280044535,38862898.4089642,17132140121.8082,0.803155932536648,0.537725017028316,19.5356229617653,36.7463735732204,0.255249586455191
"RCP 4.5","Range Shift Only","Range","PRT","Portugal",452357.132685911,536612.280044535,34713910.8717427,18029747648.9395,0.9206493149064,0.451960688916999,6.77404752023888,43.9109527416447,0.169485258343875
"RCP 6.0","Full Adaptation","Full","PRT","Portugal",452357.132685911,563890.076364854,43077503.5401082,25765138909.7208,1.31739882864246,0.914132655027556,27.8565436473509,90.8201913470747,0.645431071029406
"RCP 6.0","No Adaptation","BAU","PRT","Portugal",452357.132685911,563890.076364854,33692060.1099017,13502312689.1523,0.629757281406794,0.26870158399815,0,0,0
"RCP 6.0","Productivity Only","Productivity","PRT","Portugal",452357.132685911,563890.076364854,40642361.4782373,18624405689.5888,0.761962250072779,0.504489921763595,20.6288999416006,37.9349309881674,0.235788337765445
"RCP 6.0","Range Shift Only","Range","PRT","Portugal",452357.132685911,563890.076364854,35238894.1503992,18123958912.6065,0.933509577996035,0.452537865649208,4.59109367444963,34.2285527661286,0.183836281651058
"RCP 8.5","Full Adaptation","Full","PRT","Portugal",452357.132685911,541726.927080171,42989857.6108903,25586907984.8505,1.54793644847704,0.914900662251656,21.8178881438121,97.5153991082025,0.726782236073237
"RCP 8.5","No Adaptation","BAU","PRT","Portugal",452357.132685911,541726.927080171,35290266.6972347,12954386392.3407,0.498611301563173,0.188118426178418,0,0,0
"RCP 8.5","Productivity Only","Productivity","PRT","Portugal",452357.132685911,541726.927080171,38100991.1558556,12852699223.1762,0.600270170062803,0.309368913128165,7.96458831760861,-0.78496322469344,0.121250486949747
"RCP 8.5","Range Shift Only","Range","PRT","Portugal",452357.132685911,541726.927080171,35436944.0558482,17938204342.7715,1.01129948566746,0.462329567588625,0.415631199026959,38.4720495397407,0.274211141410206
"RCP 2.6","Full Adaptation","Full","QAT","Qatar",10533.3591534839,7310.78231565823,711234.260054422,594029921.173373,1.19888260027259,0.934519423097168,60.6735241163864,55.1613340807778,0.637751342246552
"RCP 2.6","No Adaptation","BAU","QAT","Qatar",10533.3591534839,7310.78231565823,442658.032159193,382846618.774313,0.643104117749313,0.296768080850616,0,0,0
"RCP 2.6","Productivity Only","Productivity","QAT","Qatar",10533.3591534839,7310.78231565823,710998.391389214,589455470.646864,1.00018366085353,0.790188440888515,60.6202394930265,53.9664820689839,0.493420360037899
"RCP 2.6","Range Shift Only","Range","QAT","Qatar",10533.3591534839,7310.78231565823,441171.127042395,383108946.158606,0.748116765366381,0.335403726708075,-0.335903792267299,0.0685202301466692,0.0386356458574587
"RCP 4.5","Full Adaptation","Full","QAT","Qatar",10533.3591534839,1113.60901252774,670664.002057999,515893322.741019,1.21821530223603,0.944073521325897,18.6821838644077,65.6466787651854,0.655329510643312
"RCP 4.5","No Adaptation","BAU","QAT","Qatar",10533.3591534839,1113.60901252774,565092.400746705,311441996.052532,0.661287372424861,0.288744010682586,0,0,0
"RCP 4.5","Productivity Only","Productivity","QAT","Qatar",10533.3591534839,1113.60901252774,641860.583426627,380521592.620762,1.06792788639173,0.805042808891682,13.5850672524497,22.180565705268,0.516298798209096
"RCP 4.5","Range Shift Only","Range","QAT","Qatar",10533.3591534839,1113.60901252774,429621.931796204,339621418.052288,0.720732211518734,0.337208388971801,-23.9731535535591,9.04804822629076,0.0484643782892153
"RCP 6.0","Full Adaptation","Full","QAT","Qatar",10533.3591534839,0,398393.580783648,309522460.087244,NA,0.935708752904725,15.9761102113197,47.3739254414406,0.659178931061193
"RCP 6.0","No Adaptation","BAU","QAT","Qatar",10533.3591534839,0,343513.487439556,210025253.219053,NA,0.276529821843532,0,0,0
"RCP 6.0","Productivity Only","Productivity","QAT","Qatar",10533.3591534839,0,375803.551761918,202002650.007702,NA,0.7714949651433,9.39994076012627,-3.81982789611657,0.494965143299768
"RCP 6.0","Range Shift Only","Range","QAT","Qatar",10533.3591534839,0,247329.788685351,198442319.58626,NA,0.334430673896205,-27.9999773723962,-5.51501948230555,0.0579008520526724
"RCP 8.5","Full Adaptation","Full","QAT","Qatar",10533.3591534839,0,460867.429543657,355460230.761571,NA,0.927667650780261,-5.16340889269403,18.9252871446529,0.758013496415015
"RCP 8.5","No Adaptation","BAU","QAT","Qatar",10533.3591534839,0,485959.505885438,298893733.448978,NA,0.169654154365247,0,0,0
"RCP 8.5","Productivity Only","Productivity","QAT","Qatar",10533.3591534839,0,431270.06273724,158306842.108609,NA,0.417756221003796,-11.2539095307028,-47.035744014475,0.248102066638549
"RCP 8.5","Range Shift Only","Range","QAT","Qatar",10533.3591534839,0,288944.859587893,233995446.048136,NA,0.34479122733024,-40.5413710219694,-21.7128297244546,0.175137072964994
"RCP 2.6","Full Adaptation","Full","ROU","Romania",30765.7989292175,36055.4464130256,2694492.6883723,1383264836.62011,1.22967059005167,0.930204890945142,26.6308830036976,105.928580394132,0.613350958360873
"RCP 2.6","No Adaptation","BAU","ROU","Romania",30765.7989292175,36055.4464130256,2127832.18789813,671720668.385436,0.726319659011638,0.31685393258427,0,0,0
"RCP 2.6","Productivity Only","Productivity","ROU","Romania",30765.7989292175,36055.4464130256,2329628.06330082,908030964.060894,0.852506938401508,0.587177792465301,9.48363675248365,35.1798458492366,0.270323859881031
"RCP 2.6","Range Shift Only","Range","ROU","Romania",30765.7989292175,36055.4464130256,2307685.66674528,889258861.448103,0.980125037445903,0.490284203569068,8.45242777461735,32.385216549246,0.173430270984798
"RCP 4.5","Full Adaptation","Full","ROU","Romania",30765.7989292175,34499.1588376102,2642452.36250136,1356436176.59145,1.2778800495594,0.929808327825512,24.7533972052522,157.283191511279,0.682881692002644
"RCP 4.5","No Adaptation","BAU","ROU","Romania",30765.7989292175,34499.1588376102,2118140.60514427,527215232.609543,0.579987983918263,0.246926635822868,0,0,0
"RCP 4.5","Productivity Only","Productivity","ROU","Romania",30765.7989292175,34499.1588376102,2295506.7081669,690738877.661256,0.695208515534777,0.444018506278916,8.3736699344635,31.0164871834838,0.197091870456048
"RCP 4.5","Range Shift Only","Range","ROU","Romania",30765.7989292175,34499.1588376102,2254627.53451679,864080396.401695,0.991218954451308,0.490416391275611,6.44371431438661,63.8951879528934,0.243489755452743
"RCP 6.0","Full Adaptation","Full","ROU","Romania",30765.7989292175,34517.1949439022,2634085.55589379,1353113660.90482,1.33160237586058,0.930362116991644,22.9352523108304,126.847819080935,0.692797453243136
"RCP 6.0","No Adaptation","BAU","ROU","Romania",30765.7989292175,34517.1949439022,2142660.87747862,596485197.162973,0.577899110645983,0.237564663748508,0,0,0
"RCP 6.0","Productivity Only","Productivity","ROU","Romania",30765.7989292175,34517.1949439022,2436140.49770666,840960751.999598,0.653388635956139,0.410133970022549,13.696970123121,40.9860221174658,0.172569306274042
"RCP 6.0","Range Shift Only","Range","ROU","Romania",30765.7989292175,34517.1949439022,2258943.61846563,858381965.973617,1.00990861126952,0.493434142459212,5.42702497671259,43.9066669309294,0.255869478710704
"RCP 8.5","Full Adaptation","Full","ROU","Romania",30765.7989292175,30699.584427669,2625266.60557323,1339165663.37297,1.48782658813829,0.930942895086321,21.3660130050924,150.07819633202,0.759096945551129
"RCP 8.5","No Adaptation","BAU","ROU","Romania",30765.7989292175,30699.584427669,2163098.66376106,535498769.190982,0.492245449834289,0.171845949535193,0,0,0
"RCP 8.5","Productivity Only","Productivity","ROU","Romania",30765.7989292175,30699.584427669,2332192.60334981,661838238.77938,0.548210691376965,0.249402390438247,7.81720882276998,23.5928590049362,0.0775564409030545
"RCP 8.5","Range Shift Only","Range","ROU","Romania",30765.7989292175,30699.584427669,2267102.75765802,859155771.092003,1.09153370381907,0.510756972111554,4.8081067978712,60.4402886658345,0.338911022576361
"RCP 2.6","Full Adaptation","Full","RUS","Russia",3668642.87422878,3887676.63871827,305409656.138782,339220206088.082,1.20501999611522,0.922625726818321,16.3823018862469,100.173809677259,0.521217994491482
"RCP 2.6","No Adaptation","BAU","RUS","Russia",3668642.87422878,3887676.63871827,262419329.390213,169462831643.664,0.856950476807286,0.401407732326839,0,0,0
