"rcp","scenario","scenario_short","sovereign_iso3","sovereign","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"RCP 8.5","Range Shift Only","Range","GTM","Guatemala",689623.862556445,87354.7281755668,28832.6102692184,2780.7833825537,27096899.212518,531872.376858803,33234.7350353343,3956.20365996847,0.916198396599106,1.01931260035851,0.405235602094241,0.466033657581912,-86.9587534961178,-92.2881589080459,-98.4230620897689,0.074410620932697
"RCP 2.6","Full Adaptation","Full","GUY","Guyana",374095.980260688,464840.790911954,23593.8747714524,23760.3645513336,24987493.4761825,35553575.1940701,24699.5124272801,24689.3968792374,1.04031645387979,1.26162886329937,0.648666666666667,0.986666666666667,20.3876965142603,7.7682819605623,33.0646242270297,0.579333333333333
"RCP 2.6","No Adaptation","BAU","GUY","Guyana",386119.848100003,301695.072694242,22047.6415871867,15223.528987442,26719028.7430639,9888829.76797774,24699.5124272801,24689.3968792374,0.931898850939498,0.633482889351102,0.407333333333333,0.24,-21.8649146945419,-30.9516669742613,-62.9895612483863,-0.167333333333333
"RCP 2.6","Productivity Only","Productivity","GUY","Guyana",349822.372146036,270496.365857624,29417.890329191,21285.4007425061,30794676.9972433,16651632.2297961,24699.5124272801,24689.3968792374,0.990004399297924,0.816431978704894,0.570666666666667,0.526666666666667,-29.9449724771552,-3.45724435725433,-37.6787517618179,0.119333333333333
"RCP 2.6","Range Shift Only","Range","GUY","Guyana",398909.374087051,432525.925195851,18337.7370185686,15366.6476351998,23237616.5519941,17365274.1326365,24699.5124272801,24689.3968792374,0.951038646979225,0.836153400183198,0.431333333333333,0.406666666666667,12.0185681529195,-30.3025333823898,-35.0078391710088,-0.000666666666666649
"RCP 4.5","Full Adaptation","Full","GUY","Guyana",369725.192564723,462508.041063301,23561.4334828502,23461.3783724135,24947935.3013446,35332437.6098894,24699.0689835733,24342.9935531683,1.0299504996943,1.28830011694053,0.632,0.986666666666667,17.8598915571708,23.0293092742728,45.770481793095,0.58
"RCP 4.5","No Adaptation","BAU","GUY","Guyana",392421.912961756,397741.362548122,19069.7472909568,15336.8402141556,24238403.5336042,16087214.4346468,24699.0689835733,24342.9935531683,0.927996436718735,0.662552290390726,0.406666666666667,0.246666666666667,1.35554346244777,-19.5750212094916,-33.6292325839718,-0.16
"RCP 4.5","Productivity Only","Productivity","GUY","Guyana",361802.353910896,346933.943935074,25571.9496786281,23007.2123182561,27091427.9512904,25485140.1975842,24699.0689835733,24342.9935531683,0.999221160447703,0.867694845934816,0.581333333333333,0.56,-11.5915975953959,20.6477042785275,5.14364183371881,0.153333333333333
"RCP 4.5","Range Shift Only","Range","GUY","Guyana",395310.493412884,433802.928985985,18158.1436417171,15386.8359342258,23053017.5970924,17556683.2159424,24699.0689835733,24342.9935531683,0.943179714352207,0.852710040100032,0.427333333333333,0.413333333333333,10.5450319305338,-19.3128482540378,-27.5666683591528,0.00666666666666665
"RCP 6.0","Full Adaptation","Full","GUY","Guyana",372017.179994337,489006.257557751,23573.0925520668,22842.9063302835,24960479.5856095,34682225.595042,24692.3380923895,23834.3721828929,1.03456173438391,1.4572364198799,0.642666666666667,0.986666666666667,26.3691630782234,8.19591985566631,35.8089453370009,0.579333333333333
"RCP 6.0","No Adaptation","BAU","GUY","Guyana",386966.444697471,290653.604192359,21112.539512355,15669.7092389674,25537511.9135049,6424827.72641455,24692.3380923895,23834.3721828929,0.929283113902574,0.605237898140743,0.407333333333333,0.181333333333333,-24.8891969380987,-25.7800833016914,-74.8416065426604,-0.226
"RCP 6.0","Productivity Only","Productivity","GUY","Guyana",347893.275191224,261907.367890784,28757.6794831017,21693.4789404422,28428948.0816939,13725427.187627,24692.3380923895,23834.3721828929,0.988041597697906,0.78707920400961,0.563333333333333,0.416,-32.3178090814716,2.75163216508032,-46.2538588954366,0.00866666666666666
"RCP 6.0","Range Shift Only","Range","GUY","Guyana",397195.041792595,442430.621667987,18247.6013615559,15597.832507131,23138291.1744458,16910998.5188108,24692.3380923895,23834.3721828929,0.946804513184066,0.913796419043032,0.429333333333333,0.436,14.3330714408266,-26.1205289965084,-33.7797723752886,0.0286666666666667
"RCP 8.5","Full Adaptation","Full","GUY","Guyana",368564.792902335,219665.564373429,23554.9538714192,12754.4939550869,24941536.5906475,13187837.2822005,24698.1023922565,13806.741112558,1.02726381349978,2.15512833330186,0.628,0.987208649779895,-43.1254740644278,-40.6353381769963,-50.9821635122075,0.585208649779895
"RCP 8.5","No Adaptation","BAU","GUY","Guyana",386228.387419471,71968.9326655644,21484.9938724734,12301.7131247472,26904160.2549815,888572.549019531,24698.1023922565,13806.741112558,0.918635605696219,0.615568070093795,0.402,0.133256759904665,-81.3662239727084,-42.7427664268122,-96.6972671118586,-0.268743240095335
"RCP 8.5","Productivity Only","Productivity","GUY","Guyana",312636.970475633,65672.9570408672,30208.8367743784,10389.5433763482,24010522.1752182,-462841.687433813,24698.1023922565,13806.741112558,0.968400892812035,0.737046543158253,0.535333333333333,0.236437711178657,-82.9963412374602,-51.6427910660968,-101.720335007847,-0.165562288821343
"RCP 8.5","Range Shift Only","Range","GUY","Guyana",394339.468693244,236413.552841306,18109.6435698258,8516.14866186851,23002182.8282039,6951708.17225494,24698.1023922565,13806.741112558,0.941100928588,1.14328008382539,0.425333333333333,0.506092238559103,-38.7891826333977,-60.3623407462106,-74.1612148219056,0.104092238559103
"RCP 2.6","Full Adaptation","Full","HND","Honduras",716853.076408926,1079480.99010029,48335.9810495632,51670.0678985395,46460517.1913572,64674142.9068065,49950.5489421207,58388.4912034558,1.02676683048036,1.26073652802336,0.620529411764706,0.990167101323288,47.7970800863776,13.9668124897042,36.4042415646106,0.594147493480151
"RCP 2.6","No Adaptation","BAU","HND","Honduras",730380.457766422,596629.519592043,45337.819642194,35973.7584442585,47413586.3848283,16164881.9368469,49950.5489421207,58388.4912034558,0.908952734408415,0.628981508672633,0.396019607843137,0.245822466917802,-18.3125023064559,-20.65397337551,-65.9066458174119,-0.150197140925336
"RCP 2.6","Productivity Only","Productivity","HND","Honduras",679730.973000881,532223.308410329,56906.7325578524,47964.1463488612,56135244.1985845,28224903.5060787,49950.5489421207,58388.4912034558,0.985420928018691,0.851416765738629,0.557294117647059,0.5703081232493,-27.130675150055,5.79279446474102,-40.4708530652086,0.174288515406162
"RCP 2.6","Range Shift Only","Range","HND","Honduras",752779.379450437,873748.105260106,38753.0290394421,39735.0945540704,41078993.3022094,31429769.1813176,49950.5489421207,58388.4912034558,0.923796487219317,0.808380940487828,0.414156862745098,0.390360282043852,19.6291735313013,-12.3577294460569,-33.7114705345836,-0.00565932579928524
"RCP 4.5","Full Adaptation","Full","HND","Honduras",639850.348736963,746563.009840734,43375.8090850333,41683.9507059915,45535175.6782798,61675448.5644453,44045.715794843,43047.861589223,1.01959824070872,1.27515717837792,0.612,0.989969849246231,7.59892139887641,27.8931134937641,48.0295718199713,0.592969849246231
"RCP 4.5","No Adaptation","BAU","HND","Honduras",693838.748692633,704045.490822446,32592.8031363659,26157.8435956966,41664275.4594014,28659110.4692122,44045.715794843,43047.861589223,0.907548431971137,0.666815433788624,0.397,0.26078391959799,1.47105392269381,-19.7434983230682,-31.2141873266506,-0.13621608040201
"RCP 4.5","Productivity Only","Productivity","HND","Honduras",627703.135797577,602364.936090034,46383.8638215317,40652.5852698045,48973788.3054973,45293811.2151844,44045.715794843,43047.861589223,0.993228546730389,0.903370150932062,0.57,0.606824120603015,-13.1837278870572,24.728717256129,8.71138575137277,0.209824120603015
"RCP 4.5","Range Shift Only","Range","HND","Honduras",697402.10207755,747602.986078311,31384.8317109682,26061.2837149966,39757407.5127063,30676013.4509705,44045.715794843,43047.861589223,0.91861595161214,0.809731835886648,0.412,0.388160804020101,7.74880870908156,-20.039759679589,-26.3733423593028,-0.00883919597989952
"RCP 6.0","Full Adaptation","Full","HND","Honduras",643253.715463544,742418.435777233,43394.4007991622,40292.6295182598,45552920.9703157,59459267.7693729,44024.2078557939,41808.3073757266,1.02417991066076,1.38055527065565,0.618,0.991859118934155,8.58389363116514,11.2710098265226,34.8824630439944,0.596359118934155
"RCP 6.0","No Adaptation","BAU","HND","Honduras",683727.955362386,496485.535696033,36211.2553674835,26149.955861109,44082282.0309703,11793044.1476952,44024.2078557939,41808.3073757266,0.908180862231456,0.620443980784369,0.3955,0.213096764261419,-27.3855146916015,-27.7850060824162,-73.2476550569456,-0.182403235738581
"RCP 6.0","Productivity Only","Productivity","HND","Honduras",602073.672382583,435592.741443495,51974.5034908899,37602.5087828779,51165160.8016658,24861219.285162,44024.2078557939,41808.3073757266,0.98605393017526,0.856294852029422,0.5605,0.517436786394034,-36.291512139119,3.84204690302925,-43.6026944619257,0.121936786394034
"RCP 6.0","Range Shift Only","Range","HND","Honduras",700199.427600439,739292.074823621,31524.3418678964,25788.9151674798,39887657.8758323,29684942.0180428,44024.2078557939,41808.3073757266,0.922181787352045,0.856280421926975,0.413,0.413131834031622,8.1266414551948,-28.7820460633978,-32.6601513116145,0.0176318340316222
"RCP 8.5","Full Adaptation","Full","HND","Honduras",638089.21661371,221603.967730298,43365.674866807,20243.5839585572,45525621.4262716,16551154.2228383,44053.1892807593,21087.6195182671,1.01681523397512,2.07718701703958,0.6065,0.993039719192935,-67.4979576077634,-45.7822098864218,-64.6145103673255,0.601039719192935
"RCP 8.5","No Adaptation","BAU","HND","Honduras",681815.515025082,86087.4018003005,37337.5305709619,18199.9977653914,46773845.4226593,5548444.4206683,44053.1892807593,21087.6195182671,0.898920815652004,0.614061125727146,0.392,0.131240096301131,-87.373798351137,-51.2554861366596,-88.1377201927033,-0.260759903698869
"RCP 8.5","Productivity Only","Productivity","HND","Honduras",531741.527429179,69799.2146349405,55549.4607701587,14077.6074159628,42954042.9287351,1744373.32004023,44053.1892807593,21087.6195182671,0.957875618943681,0.755543004589805,0.518,0.243160840624496,-89.7627418125895,-62.2963618624762,-96.2706223867684,-0.148839159375504
"RCP 8.5","Range Shift Only","Range","HND","Honduras",695924.914680908,320260.451390243,31307.7800352073,11039.9349820727,39674501.4194132,9976973.59857002,44053.1892807593,21087.6195182671,0.916486689178646,1.0901666579619,0.408,0.484460585100102,-53.0282834091181,-70.4320697880895,-78.6697597590795,0.0924605851001024
"RCP 2.6","Full Adaptation","Full","HRV","Croatia",731113.466705568,1134190.60755353,59503.0166423624,94758.9156347523,38788096.9234417,52159933.3599457,97038.8521036483,96866.1531468183,1.06629662346325,1.23065610152511,0.678967491752628,0.983333333333333,64.4761648926575,40.9809157010562,49.9993311561542,0.503109695283131
"RCP 2.6","No Adaptation","BAU","HRV","Croatia",689577.488807415,669574.609606711,67214.0020963436,70701.538207569,34773443.9599904,23198256.3908751,97038.8521036483,96866.1531468183,1.0030910630496,0.741537924243069,0.480223638050203,0.288888888888889,-2.90074422749772,5.18870473778128,-33.2874350393177,-0.191334749161314
"RCP 2.6","Productivity Only","Productivity","HRV","Croatia",679409.271181266,630162.811256859,76031.0340152703,79060.5912707669,43606653.838929,33042437.7871215,97038.8521036483,96866.1531468183,1.02252910011155,0.864982268349058,0.607005907420194,0.583333333333333,-8.61609877278781,17.625180475703,-4.97795436903112,0.103109695283131
"RCP 2.6","Range Shift Only","Range","HRV","Croatia",708398.56523295,833394.678102407,62172.5346847472,77751.4265377073,30607008.1597665,30268970.6810563,97038.8521036483,96866.1531468183,1.02280961853934,0.960174877553041,0.49471463742947,0.455555555555556,20.8558416754172,15.6774245138082,-12.9537738169302,-0.0246680824946471
"RCP 4.5","Full Adaptation","Full","HRV","Croatia",722115.009734859,1157032.27165626,59427.7237524159,94024.831455598,38754357.5548222,51708613.5479187,97088.1052528701,96644.8560640587,1.05682117804707,1.27840071527367,0.670628815628816,0.983516483516483,68.0158821277978,41.4811725758578,50.7627508601096,0.505203523068692
"RCP 4.5","No Adaptation","BAU","HRV","Croatia",688644.583478238,525801.124586389,66457.4867056497,67915.9407460767,34298003.4875447,14579618.5907635,97088.1052528701,96644.8560640587,0.99674638880593,0.636692829350233,0.478312960447792,0.214285714285714,-23.6469526950101,2.19456695208276,-57.4913490341847,-0.264027246162078
"RCP 4.5","Productivity Only","Productivity","HRV","Croatia",665784.937544152,497035.327176175,73035.2301836753,73746.4026461449,44673949.5169876,21423917.7669451,97088.1052528701,96644.8560640587,0.999344462735488,0.746994541396709,0.575304701540657,0.43956043956044,-27.8241143398346,10.9677875312663,-37.5359624803665,-0.0387525208873524
"RCP 4.5","Range Shift Only","Range","HRV","Croatia",701346.924666836,835654.639296856,61611.0707733654,77830.5252426593,30540131.0114996,29954230.6521937,97088.1052528701,96644.8560640587,1.01480367911526,0.962805087454664,0.494406854069775,0.46043956043956,21.3477400891027,17.1132540527489,-12.6647979289185,-0.0178734000082315
"RCP 6.0","Full Adaptation","Full","HRV","Croatia",725092.031201551,1195192.15301754,59432.4682852533,93968.259552211,38759989.6278846,51568616.3795153,97069.2350935648,97028.4001816905,1.05896132650458,1.32609383833551,0.671161746141346,0.983516483516483,74.4365132512116,39.2892093278316,47.3962586463375,0.502125868433382
